,mode,dest_type,UR2020_V_1,duration_weighted
569,cycling,greenspace,Tokoroa,3.641502905804669
570,cycling,greenspace,Mosgiel,3.0548793201670077
571,cycling,greenspace,Rotorua,2.7477056179704746
572,cycling,greenspace,Whakatāne,3.7168239438890356
573,cycling,greenspace,Havelock North,3.0663830861025234
574,cycling,greenspace,Napier,7.100395051885284
575,cycling,greenspace,Whanganui,3.3718793553161204
576,cycling,greenspace,Levin,2.3226725709654295
577,cycling,greenspace,New Plymouth,4.013842290314698
578,cycling,greenspace,Waikanae,4.42477512697445
579,cycling,greenspace,Upper Hutt,3.518914676842187
580,cycling,greenspace,Porirua,2.4308206289579326
581,cycling,greenspace,Blenheim,1.9171938062964502
582,cycling,greenspace,Timaru,2.898789014011674
583,cycling,greenspace,Rangiora,1.344622031157121
584,cycling,greenspace,Kaiapoi,2.268458979507701
585,cycling,greenspace,Rolleston,1.8266931416701768
586,cycling,greenspace,Oamaru,2.68083708610237
587,cycling,greenspace,Queenstown,5.452037786569876
588,driving,oral_health,Whangārei,2.646890823711198
589,driving,oral_health,Auckland,1.9535087851079822
590,driving,oral_health,Cambridge,2.785431011819189
591,driving,oral_health,Wellington,2.1062533123276985
592,driving,oral_health,Hibiscus Coast,3.1274751119355204
593,driving,oral_health,Gisborne,1.9742745091858886
594,driving,oral_health,Hastings,1.4940130652881838
595,driving,oral_health,Christchurch,2.0218398021293598
596,driving,oral_health,Ashburton,2.2717268837728337
597,driving,oral_health,Hamilton,2.0963967540282455
598,driving,oral_health,Nelson,6.191416072509154
599,driving,oral_health,Feilding,2.0681418697659417
600,driving,oral_health,Palmerston North,2.026235117792992
601,driving,oral_health,Paraparaumu,2.9339451662306257
602,driving,oral_health,Masterton,2.583295645571571
603,driving,oral_health,Dunedin,5.462777509408458
604,driving,oral_health,Invercargill,3.0408889969059003
605,driving,oral_health,Tauranga,3.0547098176781233
606,driving,oral_health,Te Awamutu,2.5400567462064596
607,driving,oral_health,Taupō,3.0359974720377676
608,driving,oral_health,Lower Hutt,1.7664147874573994
609,driving,oral_health,Pukekohe,2.685728621729218
610,driving,oral_health,Richmond,4.280930891374158
611,driving,oral_health,Tokoroa,1.4334515251035271
612,driving,oral_health,Mosgiel,3.498112959034375
613,driving,oral_health,Rotorua,1.7715722897702693
614,driving,oral_health,Whakatāne,3.197944296726665
615,driving,oral_health,Havelock North,3.0041515766145483
616,driving,oral_health,Napier,2.2522165260843225
617,driving,oral_health,Whanganui,1.9351305131551821
618,driving,oral_health,Levin,2.08036189928514
619,driving,oral_health,New Plymouth,3.117998145708178
620,driving,oral_health,Waikanae,7.713412851514091
621,driving,oral_health,Upper Hutt,2.46394304741363
622,driving,oral_health,Porirua,2.2244332247077847
623,driving,oral_health,Blenheim,5.120467788212827
624,driving,oral_health,Timaru,1.8972534005335118
625,driving,oral_health,Rangiora,2.120404576771365
626,driving,oral_health,Kaiapoi,2.3019109002420275
627,driving,oral_health,Rolleston,2.3513596976585522
628,driving,oral_health,Oamaru,4.767982631647973
629,driving,oral_health,Queenstown,7.222817874222861
630,driving,supermarket,Whangārei,3.0588426909742217
631,driving,supermarket,Auckland,3.041076275686219
632,driving,supermarket,Cambridge,3.9598888109188066
633,driving,supermarket,Wellington,2.623724419391785
634,driving,supermarket,Hibiscus Coast,3.3788117994815834
635,driving,supermarket,Gisborne,2.7359202173794532
636,driving,supermarket,Hastings,2.0561072823503106
637,driving,supermarket,Christchurch,3.2212094870951633
638,driving,supermarket,Ashburton,2.3039101351393976
639,driving,supermarket,Hamilton,2.8002052100386305
640,driving,supermarket,Nelson,4.020233944055488
641,driving,supermarket,Feilding,2.4283772615736092
642,driving,supermarket,Palmerston North,2.7570281485370636
643,driving,supermarket,Paraparaumu,2.9842605693045043
644,driving,supermarket,Masterton,2.638443616209673
645,driving,supermarket,Dunedin,4.554289607219873
646,driving,supermarket,Invercargill,2.640560609993664
647,driving,supermarket,Tauranga,3.3036407234052914
648,driving,supermarket,Te Awamutu,2.8700597571506505
649,driving,supermarket,Taupō,3.622042682591873
650,driving,supermarket,Lower Hutt,2.9768544918582904
651,driving,supermarket,Pukekohe,3.4932211148841668
652,driving,supermarket,Richmond,3.58528517460223
653,driving,supermarket,Tokoroa,2.430507848875761
654,driving,supermarket,Mosgiel,3.08349698504865
655,driving,supermarket,Rotorua,2.573745689594917
656,driving,supermarket,Whakatāne,3.925037655130172
657,driving,supermarket,Havelock North,3.335317455220788
658,driving,supermarket,Napier,2.5210918447268207
659,driving,supermarket,Whanganui,2.5260956844077076
660,driving,supermarket,Levin,3.263236536626875
661,driving,supermarket,New Plymouth,3.1052079148355567
662,driving,supermarket,Waikanae,3.5379995186289515
663,driving,supermarket,Upper Hutt,3.488814667677577
664,driving,supermarket,Porirua,3.1866088867672144
665,driving,supermarket,Blenheim,2.296389221820354
666,driving,supermarket,Timaru,3.223490525761607
667,driving,supermarket,Rangiora,3.051719472044313
668,driving,supermarket,Kaiapoi,3.6456593046423618
669,driving,supermarket,Rolleston,3.6493873341781424
670,driving,supermarket,Oamaru,2.285701781381029
671,driving,supermarket,Queenstown,5.152824272711889
672,driving,ece,Whangārei,1.718105187741659
673,driving,ece,Auckland,1.3668332611736616
674,driving,ece,Cambridge,1.7072861285097904
675,driving,ece,Wellington,1.5399192924293592
676,driving,ece,Hibiscus Coast,1.8718568123235793
677,driving,ece,Gisborne,1.608259121857977
678,driving,ece,Hastings,0.9534221809425837
679,driving,ece,Christchurch,1.540424438086697
680,driving,ece,Ashburton,1.7002297035008354
681,driving,ece,Hamilton,1.299068903103695
682,driving,ece,Nelson,2.1282827427491413
683,driving,ece,Feilding,1.5113219710798353
684,driving,ece,Palmerston North,1.4203273131619987
685,driving,ece,Paraparaumu,1.975231972760156
686,driving,ece,Masterton,1.3532012428355713
687,driving,ece,Dunedin,1.733718437150971
688,driving,ece,Invercargill,1.4647402952963104
689,driving,ece,Tauranga,2.1109348700648813
690,driving,ece,Te Awamutu,2.0840275506885733
691,driving,ece,Taupō,2.125950407578117
692,driving,ece,Lower Hutt,1.4684430321246023
693,driving,ece,Pukekohe,1.6354057483132294
694,driving,ece,Richmond,1.8607349458598377
695,driving,ece,Tokoroa,1.1987038201731564
696,driving,ece,Mosgiel,2.255084293795947
697,driving,ece,Rotorua,1.4116144625537825
698,driving,ece,Whakatāne,1.8353020670055988
699,driving,ece,Havelock North,2.098081353522766
700,driving,ece,Napier,1.7808715047920518
701,driving,ece,Whanganui,1.3991355186882077
702,driving,ece,Levin,1.9029787780351977
703,driving,ece,New Plymouth,1.9778628127754079
704,driving,ece,Waikanae,3.086120811079195
705,driving,ece,Upper Hutt,1.9961509422096706
706,driving,ece,Porirua,1.823632518998573
707,driving,ece,Blenheim,1.3587047739803066
708,driving,ece,Timaru,1.6277415855232318
709,driving,ece,Rangiora,1.6485135197597758
710,driving,ece,Kaiapoi,1.7042969837033062
711,driving,ece,Rolleston,1.5459462012049634
712,driving,ece,Oamaru,2.1514263691192053
713,driving,ece,Queenstown,4.601319026705857
714,driving,pharmacy,Whangārei,2.6528622370898436
715,driving,pharmacy,Auckland,2.291694298622924
716,driving,pharmacy,Cambridge,3.439211935980301
717,driving,pharmacy,Wellington,2.413851221982766
718,driving,pharmacy,Hibiscus Coast,3.5353777469008976
719,driving,pharmacy,Gisborne,2.287759211944823
720,driving,pharmacy,Hastings,2.1002542086779115
721,driving,pharmacy,Christchurch,2.3418594095981
722,driving,pharmacy,Ashburton,2.5459171170922232
723,driving,pharmacy,Hamilton,2.373761470983113
724,driving,pharmacy,Nelson,3.2696822924252555
725,driving,pharmacy,Feilding,2.6421299042487374
726,driving,pharmacy,Palmerston North,2.4775116283654794
727,driving,pharmacy,Paraparaumu,3.129078731040961
728,driving,pharmacy,Masterton,2.684904207903129
729,driving,pharmacy,Dunedin,3.3968689403882557
730,driving,pharmacy,Invercargill,2.6503940284622374
731,driving,pharmacy,Tauranga,3.2990241892597107
732,driving,pharmacy,Te Awamutu,3.1182081754304845
733,driving,pharmacy,Taupō,3.9225687620707546
734,driving,pharmacy,Lower Hutt,2.7046708937070356
735,driving,pharmacy,Pukekohe,2.9807739867057905
736,driving,pharmacy,Richmond,3.5656035401250663
737,driving,pharmacy,Tokoroa,2.6855261524325074
738,driving,pharmacy,Mosgiel,2.8916168595996736
739,driving,pharmacy,Rotorua,3.2276344948678126
740,driving,pharmacy,Whakatāne,3.2762644879668534
741,driving,pharmacy,Havelock North,3.486670150906336
742,driving,pharmacy,Napier,2.434695496793991
743,driving,pharmacy,Whanganui,2.979824510406888
744,driving,pharmacy,Levin,2.798665593249505
745,driving,pharmacy,New Plymouth,2.769029116573433
746,driving,pharmacy,Waikanae,5.115619548134503
747,driving,pharmacy,Upper Hutt,3.998874532942946
748,driving,pharmacy,Porirua,3.29375417851337
749,driving,pharmacy,Blenheim,2.1113307996105717
750,driving,pharmacy,Timaru,2.9107535999588876
751,driving,pharmacy,Rangiora,2.9712747277102305
752,driving,pharmacy,Kaiapoi,3.272184625381143
753,driving,pharmacy,Rolleston,3.6656482619807798
754,driving,pharmacy,Oamaru,3.5264033323391533
755,driving,pharmacy,Queenstown,4.677712662052846
756,driving,doctor,Whangārei,2.5010977145267494
757,driving,doctor,Auckland,2.2455591497989444
758,driving,doctor,Cambridge,2.92430367944214
759,driving,doctor,Wellington,2.2474686108784123
760,driving,doctor,Hibiscus Coast,3.6308201039322565
761,driving,doctor,Gisborne,3.2840289091930863
762,driving,doctor,Hastings,2.1581359488317537
763,driving,doctor,Christchurch,2.280104900591636
764,driving,doctor,Ashburton,2.590997399860867
765,driving,doctor,Hamilton,2.3169664236394003
766,driving,doctor,Nelson,3.324528262885996
767,driving,doctor,Feilding,3.2146306519923376
768,driving,doctor,Palmerston North,2.727867419207573
769,driving,doctor,Paraparaumu,2.860041001807611
770,driving,doctor,Masterton,2.8674139898390028
771,driving,doctor,Dunedin,2.7541052503619476
772,driving,doctor,Invercargill,2.766196786628295
773,driving,doctor,Tauranga,3.3206488140008252
774,driving,doctor,Te Awamutu,3.185608529492742
775,driving,doctor,Taupō,4.370962862413145
776,driving,doctor,Lower Hutt,2.873629182926143
777,driving,doctor,Pukekohe,3.5078035748927974
778,driving,doctor,Richmond,3.0902718989581395
779,driving,doctor,Tokoroa,3.0325801819612637
780,driving,doctor,Mosgiel,2.984039305447181
781,driving,doctor,Rotorua,3.1058545264665343
782,driving,doctor,Whakatāne,3.673898895665575
783,driving,doctor,Havelock North,3.1591712064129727
784,driving,doctor,Napier,2.4455548879753177
785,driving,doctor,Whanganui,2.6972990821405736
786,driving,doctor,Levin,2.4667100268401945
787,driving,doctor,New Plymouth,3.1879494607779613
788,driving,doctor,Waikanae,5.05904065328774
789,driving,doctor,Upper Hutt,4.020153398344869
790,driving,doctor,Porirua,3.1579885468338444
791,driving,doctor,Blenheim,2.1799293899790766
792,driving,doctor,Timaru,2.952965623345636
793,driving,doctor,Rangiora,2.5531658342088863
794,driving,doctor,Kaiapoi,3.1056005916672778
795,driving,doctor,Rolleston,3.195934785768595
796,driving,doctor,Oamaru,3.153237782931571
797,driving,doctor,Queenstown,4.78530175147805
798,driving,primary_school,Whangārei,2.4112617909151033
799,driving,primary_school,Auckland,2.0491080540180437
800,driving,primary_school,Cambridge,2.9056676039201497
801,driving,primary_school,Wellington,1.869685027492057
802,driving,primary_school,Hibiscus Coast,2.7697616201638087
803,driving,primary_school,Gisborne,2.0722333980692276
804,driving,primary_school,Hastings,1.5089515117258805
805,driving,primary_school,Christchurch,2.126843624011606
806,driving,primary_school,Ashburton,2.4760805283034926
807,driving,primary_school,Hamilton,2.1482940588662482
808,driving,primary_school,Nelson,2.8464993599341675
809,driving,primary_school,Feilding,2.089144668049682
810,driving,primary_school,Palmerston North,1.9269745511113705
811,driving,primary_school,Paraparaumu,2.7240726635924712
812,driving,primary_school,Masterton,2.3618429061965975
813,driving,primary_school,Dunedin,2.0165531339690665
814,driving,primary_school,Invercargill,2.1010779250542346
815,driving,primary_school,Tauranga,2.839098808925418
816,driving,primary_school,Te Awamutu,2.7159131119950684
817,driving,primary_school,Taupō,2.552345963400321
818,driving,primary_school,Lower Hutt,1.8381207428353152
819,driving,primary_school,Pukekohe,2.6451772586963918
820,driving,primary_school,Richmond,3.169919274059036
821,driving,primary_school,Tokoroa,1.485639362783381
822,driving,primary_school,Mosgiel,3.139582761346603
823,driving,primary_school,Rotorua,1.9432342764567687
824,driving,primary_school,Whakatāne,2.743906263860725
825,driving,primary_school,Havelock North,2.602016239524536
826,driving,primary_school,Napier,2.1627591234855417
827,driving,primary_school,Whanganui,1.9550586551453695
828,driving,primary_school,Levin,2.1808225585142016
829,driving,primary_school,New Plymouth,2.3996245573886785
830,driving,primary_school,Waikanae,7.713412851514091
831,driving,primary_school,Upper Hutt,2.566328044749225
832,driving,primary_school,Porirua,2.218170907204256
833,driving,primary_school,Blenheim,1.9151447946077265
834,driving,primary_school,Timaru,2.0442729801041137
835,driving,primary_school,Rangiora,2.06730085868274
836,driving,primary_school,Kaiapoi,2.672823557901518
837,driving,primary_school,Rolleston,2.2253283730874456
838,driving,primary_school,Oamaru,2.430170384004172
839,driving,primary_school,Queenstown,4.844794021588577
840,driving,greenspace,Whangārei,1.5437193125355586
841,driving,greenspace,Auckland,0.6569226033943801
842,driving,greenspace,Cambridge,1.0322363298523103
843,driving,greenspace,Wellington,1.3453645534780252
844,driving,greenspace,Hibiscus Coast,0.9406480786590194
845,driving,greenspace,Gisborne,1.1297520654197255
846,driving,greenspace,Hastings,0.6346891177222438
847,driving,greenspace,Christchurch,0.7602300388181681
848,driving,greenspace,Ashburton,1.2699038828057267
849,driving,greenspace,Hamilton,0.8385783229364773
850,driving,greenspace,Nelson,1.5933717395877336
851,driving,greenspace,Feilding,1.4625608811143307
852,driving,greenspace,Palmerston North,1.1098546118558148
853,driving,greenspace,Paraparaumu,1.1129583978678534
854,driving,greenspace,Masterton,1.3600333015688781
855,driving,greenspace,Dunedin,1.0356824297738882
856,driving,greenspace,Invercargill,1.2502236267900015
857,driving,greenspace,Tauranga,1.4073723655634247
858,driving,greenspace,Te Awamutu,1.1038394623667567
859,driving,greenspace,Taupō,0.7109212335395568
860,driving,greenspace,Lower Hutt,0.9100482871341855
861,driving,greenspace,Pukekohe,0.955747234926193
862,driving,greenspace,Richmond,1.3889991178251206
863,driving,greenspace,Tokoroa,0.7316663555354775
864,driving,greenspace,Mosgiel,1.2291224982923183
865,driving,greenspace,Rotorua,0.7133829381285715
866,driving,greenspace,Whakatāne,1.679017279660606
867,driving,greenspace,Havelock North,1.110578404190538
868,driving,greenspace,Napier,1.2791702083624825
869,driving,greenspace,Whanganui,1.0695548861346298
870,driving,greenspace,Levin,1.2052089137102644
871,driving,greenspace,New Plymouth,1.4343511365250872
872,driving,greenspace,Waikanae,2.0944418054683704
873,driving,greenspace,Upper Hutt,1.2945217939918248
874,driving,greenspace,Porirua,0.980849047859996
875,driving,greenspace,Blenheim,0.7271349280600363
876,driving,greenspace,Timaru,0.9840711999250155
877,driving,greenspace,Rangiora,0.5225880090055514
878,driving,greenspace,Kaiapoi,0.7780313319465466
879,driving,greenspace,Rolleston,0.4752522191430277
880,driving,greenspace,Oamaru,1.0194671901280967
881,driving,greenspace,Queenstown,1.8041451436818916
0,cycling,all,Ashburton,54.37949568778688
1,driving,all,Ashburton,2.590997399860867
2,walking,all,Ashburton,161.532337223551
3,cycling,all,Auckland,7.299020471773262
4,driving,all,Auckland,3.041076275686219
5,walking,all,Auckland,18.811383473667885
6,cycling,all,Blenheim,13.130627147765253
7,driving,all,Blenheim,5.120467788212827
8,walking,all,Blenheim,37.049232810041595
9,cycling,all,Cambridge,8.478755329825495
10,driving,all,Cambridge,3.9598888109188066
11,walking,all,Cambridge,22.169051841880407
12,cycling,all,Christchurch,8.01594122748041
13,driving,all,Christchurch,3.2212094870951633
14,walking,all,Christchurch,20.18909824802275
15,cycling,all,Dunedin,14.503368873606503
16,driving,all,Dunedin,5.462777509408458
17,walking,all,Dunedin,41.55182965081737
18,cycling,all,Feilding,7.949456106691057
19,driving,all,Feilding,3.2146306519923376
20,walking,all,Feilding,21.689948732153052
21,cycling,all,Gisborne,8.182170057147994
22,driving,all,Gisborne,3.2840289091930863
23,walking,all,Gisborne,21.308701020529917
24,cycling,all,Hamilton,6.806724303408546
25,driving,all,Hamilton,2.8002052100386305
26,walking,all,Hamilton,17.167185916156228
27,cycling,all,Hastings,5.662138721233038
28,driving,all,Hastings,2.1581359488317537
29,walking,all,Hastings,14.439339818322797
30,cycling,all,Havelock North,8.456084045456755
31,driving,all,Havelock North,3.486670150906336
32,walking,all,Havelock North,21.504871502953794
33,cycling,all,Hibiscus Coast,9.647627978523495
34,driving,all,Hibiscus Coast,3.6308201039322565
35,walking,all,Hibiscus Coast,22.491328749753574
36,cycling,all,Invercargill,7.3689068281778365
37,driving,all,Invercargill,3.0408889969059003
38,walking,all,Invercargill,19.945003033430755
39,cycling,all,Kaiapoi,9.243417819836031
40,driving,all,Kaiapoi,3.6456593046423618
41,walking,all,Kaiapoi,22.579667162729233
42,cycling,all,Levin,7.645315295819132
43,driving,all,Levin,3.263236536626875
44,walking,all,Levin,20.417392313901086
45,cycling,all,Lower Hutt,7.5260880008562845
46,driving,all,Lower Hutt,2.9768544918582904
47,walking,all,Lower Hutt,19.298889415253974
48,cycling,all,Masterton,7.126494265306148
49,driving,all,Masterton,2.8674139898390028
50,walking,all,Masterton,19.36428074776412
51,cycling,all,Mosgiel,8.3424963013531
52,driving,all,Mosgiel,3.498112959034375
53,walking,all,Mosgiel,21.099938939532954
54,cycling,all,Napier,10.864905016219753
55,driving,all,Napier,2.5210918447268207
56,walking,all,Napier,26.936800334669737
57,cycling,all,Nelson,15.545964471685458
58,driving,all,Nelson,6.191416072509154
59,walking,all,Nelson,40.78149695374338
60,cycling,all,New Plymouth,10.352267712671724
61,driving,all,New Plymouth,3.1879494607779613
62,walking,all,New Plymouth,28.224929317839344
63,cycling,all,Oamaru,12.92844901710599
64,driving,all,Oamaru,4.767982631647973
65,walking,all,Oamaru,33.9760898972526
66,cycling,all,Palmerston North,11.90942747556746
67,driving,all,Palmerston North,2.7570281485370636
68,walking,all,Palmerston North,30.523484073371897
69,cycling,all,Paraparaumu,6.655252713874512
70,driving,all,Paraparaumu,3.129078731040961
71,walking,all,Paraparaumu,17.58019686340587
72,cycling,all,Porirua,8.342044417416549
73,driving,all,Porirua,3.29375417851337
74,walking,all,Porirua,18.277570811160903
75,cycling,all,Pukekohe,7.9511822791070275
76,driving,all,Pukekohe,3.5078035748927974
77,walking,all,Pukekohe,20.424028109260597
78,cycling,all,Queenstown,23.982039241574796
79,driving,all,Queenstown,7.222817874222861
80,walking,all,Queenstown,47.70147297029653
81,cycling,all,Rangiora,7.538775374051208
82,driving,all,Rangiora,3.051719472044313
83,walking,all,Rangiora,18.952648537846176
84,cycling,all,Richmond,8.193133050746944
85,driving,all,Richmond,4.280930891374158
86,walking,all,Richmond,21.670126087886782
87,cycling,all,Rolleston,8.998490444248228
88,driving,all,Rolleston,3.6656482619807798
89,walking,all,Rolleston,23.65472878457161
90,cycling,all,Rotorua,10.791524383611609
91,driving,all,Rotorua,3.2276344948678126
92,walking,all,Rotorua,27.922554289175952
93,cycling,all,Taupō,11.940269099105887
94,driving,all,Taupō,4.370962862413145
95,walking,all,Taupō,33.091228592049234
96,cycling,all,Tauranga,8.16210362612125
97,driving,all,Tauranga,3.3206488140008252
98,walking,all,Tauranga,21.266399618459037
99,cycling,all,Te Awamutu,6.896197596146183
100,driving,all,Te Awamutu,3.185608529492742
101,walking,all,Te Awamutu,16.92721052708076
102,cycling,all,Timaru,10.697302277325884
103,driving,all,Timaru,3.223490525761607
104,walking,all,Timaru,28.73334515757206
105,cycling,all,Tokoroa,11.359915010986303
106,driving,all,Tokoroa,3.0325801819612637
107,walking,all,Tokoroa,27.95901946023996
108,cycling,all,Upper Hutt,11.100989581525441
109,driving,all,Upper Hutt,4.020153398344869
110,walking,all,Upper Hutt,27.98845407464727
111,cycling,all,Waikanae,14.894204613271029
112,driving,all,Waikanae,7.713412851514091
113,walking,all,Waikanae,33.138978479578384
114,cycling,all,Wellington,6.004215583351772
115,driving,all,Wellington,2.623724419391785
116,walking,all,Wellington,14.378833745303433
117,cycling,all,Whakatāne,8.649226473779104
118,driving,all,Whakatāne,3.925037655130172
119,walking,all,Whakatāne,22.548096968453052
120,cycling,all,Whanganui,7.908460276904709
121,driving,all,Whanganui,2.979824510406888
122,walking,all,Whanganui,21.1788462503674
123,cycling,all,Whangārei,7.169685542835077
124,driving,all,Whangārei,3.0588426909742217
125,walking,all,Whangārei,18.999517889907747
