,mode,dest_type,region,duration,suburb
0,cycling,ece,Lower Hutt,1.7691428571428571,Petone Esplanade
0,cycling,pharmacy,Lower Hutt,2.214857142857143,Petone Esplanade
0,cycling,doctor,Lower Hutt,2.278857142857143,Petone Esplanade
0,cycling,primary_school,Lower Hutt,3.165714285714286,Petone Esplanade
0,cycling,greenspace,Lower Hutt,1.0182857142857142,Petone Esplanade
0,cycling,all,Lower Hutt,5.634285714285714,Petone Esplanade
0,cycling,supermarket,Lower Hutt,2.7490144546649145,Waterloo West
0,cycling,ece,Lower Hutt,1.624178712220762,Waterloo West
0,cycling,pharmacy,Lower Hutt,2.7371879106438897,Waterloo West
0,cycling,doctor,Lower Hutt,4.78712220762155,Waterloo West
0,cycling,primary_school,Lower Hutt,3.6898817345597896,Waterloo West
0,cycling,greenspace,Lower Hutt,0.9040735873850198,Waterloo West
0,cycling,all,Lower Hutt,4.842312746386334,Waterloo West
0,cycling,supermarket,Lower Hutt,3.7725072604065826,Waterloo East
0,cycling,ece,Lower Hutt,2.734753146176186,Waterloo East
0,cycling,pharmacy,Lower Hutt,3.537270087124879,Waterloo East
0,cycling,doctor,Lower Hutt,5.002904162633108,Waterloo East
0,cycling,primary_school,Lower Hutt,3.5498547918683445,Waterloo East
0,cycling,greenspace,Lower Hutt,1.3601161665053243,Waterloo East
0,cycling,all,Lower Hutt,5.420135527589545,Waterloo East
0,cycling,supermarket,Lower Hutt,7.62020202020202,Korokoro
0,cycling,ece,Lower Hutt,3.606060606060606,Korokoro
0,cycling,pharmacy,Lower Hutt,7.331313131313132,Korokoro
0,cycling,doctor,Lower Hutt,9.55151515151515,Korokoro
0,cycling,primary_school,Lower Hutt,4.042424242424242,Korokoro
0,cycling,greenspace,Lower Hutt,2.5717171717171716,Korokoro
0,cycling,all,Lower Hutt,9.55151515151515,Korokoro
0,cycling,supermarket,Lower Hutt,2.811912225705329,Petone Central
0,cycling,ece,Lower Hutt,1.2037617554858935,Petone Central
0,cycling,pharmacy,Lower Hutt,3.0344827586206895,Petone Central
0,cycling,doctor,Lower Hutt,2.4231974921630095,Petone Central
0,cycling,primary_school,Lower Hutt,3.040752351097179,Petone Central
0,cycling,greenspace,Lower Hutt,2.366771159874608,Petone Central
0,cycling,all,Lower Hutt,3.8683385579937304,Petone Central
0,cycling,supermarket,Lower Hutt,12.819277108433734,Maungaraki
0,cycling,ece,Lower Hutt,3.8072289156626504,Maungaraki
0,cycling,pharmacy,Lower Hutt,4.249246987951807,Maungaraki
0,cycling,doctor,Lower Hutt,12.533885542168674,Maungaraki
0,cycling,primary_school,Lower Hutt,4.397590361445783,Maungaraki
0,cycling,greenspace,Lower Hutt,1.5037650602409638,Maungaraki
0,cycling,all,Lower Hutt,13.29066265060241,Maungaraki
0,cycling,supermarket,Lower Hutt,10.900297619047619,Normandale
0,cycling,ece,Lower Hutt,4.066964285714286,Normandale
0,cycling,pharmacy,Lower Hutt,8.020833333333334,Normandale
0,cycling,doctor,Lower Hutt,11.171130952380953,Normandale
0,cycling,primary_school,Lower Hutt,4.876488095238095,Normandale
0,cycling,greenspace,Lower Hutt,2.2589285714285716,Normandale
0,cycling,all,Lower Hutt,11.793154761904763,Normandale
0,cycling,supermarket,Lower Hutt,5.804721030042918,Alicetown-Melling
0,cycling,ece,Lower Hutt,1.6030042918454936,Alicetown-Melling
0,cycling,pharmacy,Lower Hutt,5.2703862660944205,Alicetown-Melling
0,cycling,doctor,Lower Hutt,5.708154506437769,Alicetown-Melling
0,cycling,primary_school,Lower Hutt,3.2317596566523603,Alicetown-Melling
0,cycling,greenspace,Lower Hutt,0.9141630901287554,Alicetown-Melling
0,cycling,all,Lower Hutt,6.48175965665236,Alicetown-Melling
0,cycling,supermarket,Lower Hutt,5.087490406753646,Petone East
0,cycling,ece,Lower Hutt,1.7943207981580966,Petone East
0,cycling,pharmacy,Lower Hutt,3.388334612432847,Petone East
0,cycling,doctor,Lower Hutt,3.659247889485802,Petone East
0,cycling,primary_school,Lower Hutt,2.4520337682271682,Petone East
0,cycling,greenspace,Lower Hutt,1.970069071373753,Petone East
0,cycling,all,Lower Hutt,5.653875671527245,Petone East
0,cycling,supermarket,Lower Hutt,8.331786542923433,Tirohanga
0,cycling,ece,Lower Hutt,3.0672853828306264,Tirohanga
0,cycling,pharmacy,Lower Hutt,8.835266821345707,Tirohanga
0,cycling,doctor,Lower Hutt,8.213457076566126,Tirohanga
0,cycling,primary_school,Lower Hutt,9.870069605568446,Tirohanga
0,cycling,greenspace,Lower Hutt,2.651972157772622,Tirohanga
0,cycling,all,Lower Hutt,9.870069605568446,Tirohanga
0,cycling,supermarket,Lower Hutt,2.040880503144654,Hutt Central North
0,cycling,ece,Lower Hutt,1.251572327044025,Hutt Central North
0,cycling,pharmacy,Lower Hutt,1.349056603773585,Hutt Central North
0,cycling,doctor,Lower Hutt,1.9685534591194969,Hutt Central North
0,cycling,primary_school,Lower Hutt,2.5125786163522013,Hutt Central North
0,cycling,greenspace,Lower Hutt,1.5408805031446542,Hutt Central North
0,cycling,all,Lower Hutt,3.29874213836478,Hutt Central North
0,cycling,supermarket,Lower Hutt,3.310055865921788,Hutt Central South
0,cycling,ece,Lower Hutt,1.7458100558659218,Hutt Central South
0,cycling,pharmacy,Lower Hutt,3.3426443202979517,Hutt Central South
0,cycling,doctor,Lower Hutt,2.887337057728119,Hutt Central South
0,cycling,primary_school,Lower Hutt,2.9664804469273744,Hutt Central South
0,cycling,greenspace,Lower Hutt,1.777467411545624,Hutt Central South
0,cycling,all,Lower Hutt,4.043761638733706,Hutt Central South
0,cycling,supermarket,Lower Hutt,3.6620689655172414,Woburn
0,cycling,ece,Lower Hutt,3.627586206896552,Woburn
0,cycling,pharmacy,Lower Hutt,3.5689655172413794,Woburn
0,cycling,doctor,Lower Hutt,1.9896551724137932,Woburn
0,cycling,primary_school,Lower Hutt,5.058620689655172,Woburn
0,cycling,greenspace,Lower Hutt,0.8844827586206897,Woburn
0,cycling,all,Lower Hutt,5.13103448275862,Woburn
0,cycling,supermarket,Lower Hutt,5.011111111111111,Moera
0,cycling,ece,Lower Hutt,1.4333333333333333,Moera
0,cycling,pharmacy,Lower Hutt,1.674074074074074,Moera
0,cycling,doctor,Lower Hutt,3.275925925925926,Moera
0,cycling,primary_school,Lower Hutt,1.8981481481481481,Moera
0,cycling,greenspace,Lower Hutt,0.29259259259259257,Moera
0,cycling,all,Lower Hutt,5.011111111111111,Moera
0,cycling,supermarket,Lower Hutt,8.774301675977654,Belmont (Lower Hutt City)
0,cycling,ece,Lower Hutt,7.4994413407821225,Belmont (Lower Hutt City)
0,cycling,pharmacy,Lower Hutt,11.707262569832402,Belmont (Lower Hutt City)
0,cycling,doctor,Lower Hutt,11.707262569832402,Belmont (Lower Hutt City)
0,cycling,primary_school,Lower Hutt,6.5106145251396645,Belmont (Lower Hutt City)
0,cycling,greenspace,Lower Hutt,9.797765363128491,Belmont (Lower Hutt City)
0,cycling,all,Lower Hutt,11.993296089385474,Belmont (Lower Hutt City)
0,cycling,supermarket,Lower Hutt,5.7213302752293576,Boulcott
0,cycling,ece,Lower Hutt,1.9690366972477065,Boulcott
0,cycling,pharmacy,Lower Hutt,1.8428899082568808,Boulcott
0,cycling,doctor,Lower Hutt,1.8428899082568808,Boulcott
0,cycling,primary_school,Lower Hutt,2.647935779816514,Boulcott
0,cycling,greenspace,Lower Hutt,1.7477064220183487,Boulcott
0,cycling,all,Lower Hutt,5.997706422018348,Boulcott
0,cycling,supermarket,Lower Hutt,2.5714285714285716,Waiwhetu
0,cycling,ece,Lower Hutt,1.3909407665505227,Waiwhetu
0,cycling,pharmacy,Lower Hutt,2.756794425087108,Waiwhetu
0,cycling,doctor,Lower Hutt,3.197909407665505,Waiwhetu
0,cycling,primary_school,Lower Hutt,2.9986062717770037,Waiwhetu
0,cycling,greenspace,Lower Hutt,0.9344947735191638,Waiwhetu
0,cycling,all,Lower Hutt,3.905226480836237,Waiwhetu
0,cycling,supermarket,Lower Hutt,5.113813229571984,Epuni West
0,cycling,ece,Lower Hutt,1.7655642023346303,Epuni West
0,cycling,pharmacy,Lower Hutt,2.2928015564202333,Epuni West
0,cycling,doctor,Lower Hutt,2.321011673151751,Epuni West
0,cycling,primary_school,Lower Hutt,3.237354085603113,Epuni West
0,cycling,greenspace,Lower Hutt,1.4328793774319066,Epuni West
0,cycling,all,Lower Hutt,5.223735408560311,Epuni West
0,cycling,supermarket,Lower Hutt,5.122718052738337,Epuni East
0,cycling,ece,Lower Hutt,2.467545638945233,Epuni East
0,cycling,pharmacy,Lower Hutt,4.5425963488843815,Epuni East
0,cycling,doctor,Lower Hutt,4.578093306288032,Epuni East
0,cycling,primary_school,Lower Hutt,2.334685598377282,Epuni East
0,cycling,greenspace,Lower Hutt,1.8975659229208925,Epuni East
0,cycling,all,Lower Hutt,5.345841784989858,Epuni East
0,cycling,supermarket,Lower Hutt,5.938689217758985,Kelson
0,cycling,ece,Lower Hutt,3.6067653276955602,Kelson
0,cycling,pharmacy,Lower Hutt,14.637420718816067,Kelson
0,cycling,doctor,Lower Hutt,14.637420718816067,Kelson
0,cycling,primary_school,Lower Hutt,5.295983086680761,Kelson
0,cycling,greenspace,Lower Hutt,4.087737843551797,Kelson
0,cycling,all,Lower Hutt,14.869978858350951,Kelson
0,cycling,supermarket,Lower Hutt,6.510832383124288,Avalon West
0,cycling,ece,Lower Hutt,2.3831242873432155,Avalon West
0,cycling,pharmacy,Lower Hutt,4.8814139110604335,Avalon West
0,cycling,doctor,Lower Hutt,4.8814139110604335,Avalon West
0,cycling,primary_school,Lower Hutt,2.7867730900798175,Avalon West
0,cycling,greenspace,Lower Hutt,1.532497149372862,Avalon West
0,cycling,all,Lower Hutt,6.997719498289624,Avalon West
0,cycling,supermarket,Lower Hutt,5.693803159173754,Avalon East
0,cycling,ece,Lower Hutt,1.4520048602673148,Avalon East
0,cycling,pharmacy,Lower Hutt,4.070473876063184,Avalon East
0,cycling,doctor,Lower Hutt,4.070473876063184,Avalon East
0,cycling,primary_school,Lower Hutt,2.427703523693803,Avalon East
0,cycling,greenspace,Lower Hutt,1.5492102065613609,Avalon East
0,cycling,all,Lower Hutt,6.201701093560146,Avalon East
0,cycling,supermarket,Lower Hutt,3.43359375,Taita South
0,cycling,ece,Lower Hutt,2.259765625,Taita South
0,cycling,pharmacy,Lower Hutt,4.1435546875,Taita South
0,cycling,doctor,Lower Hutt,4.103515625,Taita South
0,cycling,primary_school,Lower Hutt,2.9697265625,Taita South
0,cycling,greenspace,Lower Hutt,1.53515625,Taita South
0,cycling,all,Lower Hutt,4.2900390625,Taita South
0,cycling,supermarket,Lower Hutt,2.982456140350877,Naenae Central
0,cycling,ece,Lower Hutt,1.8070175438596492,Naenae Central
0,cycling,pharmacy,Lower Hutt,2.8289473684210527,Naenae Central
0,cycling,doctor,Lower Hutt,2.7491228070175437,Naenae Central
0,cycling,primary_school,Lower Hutt,2.4640350877192985,Naenae Central
0,cycling,greenspace,Lower Hutt,0.9649122807017544,Naenae Central
0,cycling,all,Lower Hutt,3.8087719298245615,Naenae Central
0,cycling,supermarket,Lower Hutt,10.705376344086021,Arakura
0,cycling,ece,Lower Hutt,3.7344086021505376,Arakura
0,cycling,pharmacy,Lower Hutt,10.861290322580645,Arakura
0,cycling,doctor,Lower Hutt,9.587096774193549,Arakura
0,cycling,primary_school,Lower Hutt,8.504301075268817,Arakura
0,cycling,greenspace,Lower Hutt,1.8881720430107527,Arakura
0,cycling,all,Lower Hutt,11.009677419354839,Arakura
0,cycling,supermarket,Lower Hutt,2.7674418604651163,Naenae South
0,cycling,ece,Lower Hutt,3.994186046511628,Naenae South
0,cycling,pharmacy,Lower Hutt,7.1069767441860465,Naenae South
0,cycling,doctor,Lower Hutt,7.217441860465116,Naenae South
0,cycling,primary_school,Lower Hutt,5.119767441860465,Naenae South
0,cycling,greenspace,Lower Hutt,1.6325581395348838,Naenae South
0,cycling,all,Lower Hutt,7.377906976744186,Naenae South
0,cycling,supermarket,Lower Hutt,9.298076923076923,Glendale
0,cycling,ece,Lower Hutt,2.383136094674556,Glendale
0,cycling,pharmacy,Lower Hutt,9.366863905325443,Glendale
0,cycling,doctor,Lower Hutt,8.180473372781066,Glendale
0,cycling,primary_school,Lower Hutt,4.568786982248521,Glendale
0,cycling,greenspace,Lower Hutt,1.0569526627218935,Glendale
0,cycling,all,Lower Hutt,9.366863905325443,Glendale
0,cycling,supermarket,Lower Hutt,4.1400778210116735,Taita North
0,cycling,ece,Lower Hutt,2.340466926070039,Taita North
0,cycling,pharmacy,Lower Hutt,4.669260700389105,Taita North
0,cycling,doctor,Lower Hutt,2.3443579766536966,Taita North
0,cycling,primary_school,Lower Hutt,2.1021400778210118,Taita North
0,cycling,greenspace,Lower Hutt,0.8122568093385214,Taita North
0,cycling,all,Lower Hutt,4.669260700389105,Taita North
0,cycling,supermarket,Lower Hutt,3.9651162790697674,Wainuiomata Central
0,cycling,ece,Lower Hutt,1.553156146179402,Wainuiomata Central
0,cycling,pharmacy,Lower Hutt,3.1212624584717608,Wainuiomata Central
0,cycling,doctor,Lower Hutt,3.323920265780731,Wainuiomata Central
0,cycling,primary_school,Lower Hutt,2.5232558139534884,Wainuiomata Central
0,cycling,greenspace,Lower Hutt,0.4700996677740864,Wainuiomata Central
0,cycling,all,Lower Hutt,4.460132890365449,Wainuiomata Central
0,cycling,supermarket,Lower Hutt,6.164887307236062,Naenae North
0,cycling,ece,Lower Hutt,1.508896797153025,Naenae North
0,cycling,pharmacy,Lower Hutt,5.950177935943061,Naenae North
0,cycling,doctor,Lower Hutt,5.723606168446026,Naenae North
0,cycling,primary_school,Lower Hutt,2.693950177935943,Naenae North
0,cycling,greenspace,Lower Hutt,0.9086595492289442,Naenae North
0,cycling,all,Lower Hutt,6.68564650059312,Naenae North
0,cycling,supermarket,Lower Hutt,5.374823196605375,Stokes Valley Central
0,cycling,ece,Lower Hutt,1.9321074964639322,Stokes Valley Central
0,cycling,pharmacy,Lower Hutt,4.875530410183876,Stokes Valley Central
0,cycling,doctor,Lower Hutt,4.765205091937765,Stokes Valley Central
0,cycling,primary_school,Lower Hutt,4.991513437057992,Stokes Valley Central
0,cycling,greenspace,Lower Hutt,3.4144271570014144,Stokes Valley Central
0,cycling,all,Lower Hutt,7.4497878359264496,Stokes Valley Central
0,cycling,supermarket,Lower Hutt,20.079710144927535,Manor Park
0,cycling,ece,Lower Hutt,24.036231884057973,Manor Park
0,cycling,pharmacy,Lower Hutt,20.079710144927535,Manor Park
0,cycling,doctor,Lower Hutt,20.079710144927535,Manor Park
0,cycling,primary_school,Lower Hutt,20.514492753623188,Manor Park
0,cycling,greenspace,Lower Hutt,0.8840579710144928,Manor Park
0,cycling,all,Lower Hutt,24.471014492753625,Manor Park
0,cycling,supermarket,Lower Hutt,7.619730941704036,Stokes Valley North
0,cycling,ece,Lower Hutt,4.409865470852018,Stokes Valley North
0,cycling,pharmacy,Lower Hutt,6.408071748878924,Stokes Valley North
0,cycling,doctor,Lower Hutt,6.015246636771301,Stokes Valley North
0,cycling,primary_school,Lower Hutt,4.276233183856502,Stokes Valley North
0,cycling,greenspace,Lower Hutt,3.336322869955157,Stokes Valley North
0,cycling,all,Lower Hutt,7.619730941704036,Stokes Valley North
0,cycling,supermarket,Lower Hutt,7.1459369817578775,Manuka
0,cycling,ece,Lower Hutt,2.8358208955223883,Manuka
0,cycling,pharmacy,Lower Hutt,5.338308457711443,Manuka
0,cycling,doctor,Lower Hutt,5.338308457711443,Manuka
0,cycling,primary_school,Lower Hutt,3.537313432835821,Manuka
0,cycling,greenspace,Lower Hutt,1.8109452736318408,Manuka
0,cycling,all,Lower Hutt,7.1459369817578775,Manuka
0,cycling,supermarket,Lower Hutt,5.787528868360277,Delaney
0,cycling,ece,Lower Hutt,2.6374133949191685,Delaney
0,cycling,pharmacy,Lower Hutt,5.069284064665127,Delaney
0,cycling,doctor,Lower Hutt,5.264434180138569,Delaney
0,cycling,primary_school,Lower Hutt,3.892609699769053,Delaney
0,cycling,greenspace,Lower Hutt,1.1397228637413395,Delaney
0,cycling,all,Lower Hutt,6.0796766743648964,Delaney
0,cycling,supermarket,Lower Hutt,4.167220376522702,Eastbourne
0,cycling,ece,Lower Hutt,2.761904761904762,Eastbourne
0,cycling,pharmacy,Lower Hutt,3.838316722037652,Eastbourne
0,cycling,doctor,Lower Hutt,3.740863787375415,Eastbourne
0,cycling,primary_school,Lower Hutt,2.955703211517165,Eastbourne
0,cycling,greenspace,Lower Hutt,0.769656699889258,Eastbourne
0,cycling,all,Lower Hutt,4.299003322259137,Eastbourne
0,cycling,supermarket,Lower Hutt,11.478260869565217,Gracefield
0,cycling,ece,Lower Hutt,3.9565217391304346,Gracefield
0,cycling,pharmacy,Lower Hutt,9.0,Gracefield
0,cycling,doctor,Lower Hutt,10.434782608695652,Gracefield
0,cycling,primary_school,Lower Hutt,6.478260869565218,Gracefield
0,cycling,greenspace,Lower Hutt,1.9565217391304348,Gracefield
0,cycling,all,Lower Hutt,11.73913043478261,Gracefield
0,cycling,supermarket,Lower Hutt,15.632947976878613,Eastern Bays
0,cycling,ece,Lower Hutt,5.205202312138728,Eastern Bays
0,cycling,pharmacy,Lower Hutt,14.699421965317919,Eastern Bays
0,cycling,doctor,Lower Hutt,14.826589595375722,Eastern Bays
0,cycling,primary_school,Lower Hutt,9.676300578034683,Eastern Bays
0,cycling,greenspace,Lower Hutt,1.1040462427745665,Eastern Bays
0,cycling,all,Lower Hutt,15.632947976878613,Eastern Bays
0,cycling,supermarket,Lower Hutt,8.040104620749782,Wainuiomata West
0,cycling,ece,Lower Hutt,2.697471665213601,Wainuiomata West
0,cycling,pharmacy,Lower Hutt,7.285091543156059,Wainuiomata West
0,cycling,doctor,Lower Hutt,7.281604184829991,Wainuiomata West
0,cycling,primary_school,Lower Hutt,3.9215344376634698,Wainuiomata West
0,cycling,greenspace,Lower Hutt,1.1142109851787272,Wainuiomata West
0,cycling,all,Lower Hutt,8.088055797733217,Wainuiomata West
0,cycling,supermarket,Lower Hutt,11.0,Towai
0,cycling,ece,Lower Hutt,1.0,Towai
0,cycling,pharmacy,Lower Hutt,10.0,Towai
0,cycling,doctor,Lower Hutt,10.0,Towai
0,cycling,primary_school,Lower Hutt,5.0,Towai
0,cycling,greenspace,Lower Hutt,0.0,Towai
0,cycling,all,Lower Hutt,11.0,Towai
0,cycling,supermarket,Lower Hutt,10.109037328094303,Homedale East
0,cycling,ece,Lower Hutt,3.267190569744597,Homedale East
0,cycling,pharmacy,Lower Hutt,8.922396856581532,Homedale East
0,cycling,doctor,Lower Hutt,7.960707269155206,Homedale East
0,cycling,primary_school,Lower Hutt,4.504911591355599,Homedale East
0,cycling,greenspace,Lower Hutt,1.3889980353634577,Homedale East
0,cycling,all,Lower Hutt,10.145383104125736,Homedale East
0,cycling,supermarket,Lower Hutt,9.242873432155074,Homedale West
0,cycling,ece,Lower Hutt,2.006841505131129,Homedale West
0,cycling,pharmacy,Lower Hutt,8.419612314709235,Homedale West
0,cycling,doctor,Lower Hutt,7.671607753705815,Homedale West
0,cycling,primary_school,Lower Hutt,4.508551881413911,Homedale West
0,cycling,greenspace,Lower Hutt,0.5438996579247435,Homedale West
0,cycling,all,Lower Hutt,9.638540478905359,Homedale West
0,cycling,supermarket,Lower Hutt,6.34697431432303,all
0,cycling,ece,Lower Hutt,2.741314758380496,all
0,cycling,pharmacy,Lower Hutt,5.691046292265273,all
0,cycling,doctor,Lower Hutt,6.00435350457118,all
0,cycling,primary_school,Lower Hutt,3.9787258743288345,all
0,cycling,greenspace,Lower Hutt,1.736206646350312,all
0,cycling,all,Lower Hutt,7.35948338412422,all
0,cycling,supermarket,Nelson,4.422957600827301,The Wood
0,cycling,ece,Nelson,1.498448810754912,The Wood
0,cycling,pharmacy,Nelson,4.664943123061014,The Wood
0,cycling,doctor,Nelson,4.462254395036195,The Wood
0,cycling,primary_school,Nelson,6.528438469493278,The Wood
0,cycling,greenspace,Nelson,1.6814891416752844,The Wood
0,cycling,all,Nelson,6.528438469493278,The Wood
0,cycling,supermarket,Nelson,21.092175777063236,Atawhai
0,cycling,ece,Nelson,5.570203644158628,Atawhai
0,cycling,pharmacy,Nelson,21.411575562700964,Atawhai
0,cycling,doctor,Nelson,21.564844587352624,Atawhai
0,cycling,primary_school,Nelson,13.347266881028938,Atawhai
0,cycling,greenspace,Nelson,2.3912111468381565,Atawhai
0,cycling,all,Nelson,21.778135048231512,Atawhai
0,cycling,supermarket,Nelson,7.728476821192053,Suffolk
0,cycling,ece,Nelson,4.400662251655629,Suffolk
0,cycling,pharmacy,Nelson,7.800220750551876,Suffolk
0,cycling,doctor,Nelson,8.650110375275938,Suffolk
0,cycling,primary_school,Nelson,5.27373068432671,Suffolk
0,cycling,greenspace,Nelson,0.739514348785872,Suffolk
0,cycling,all,Nelson,8.650110375275938,Suffolk
0,cycling,supermarket,Nelson,27.538961038961038,Marybank
0,cycling,ece,Nelson,6.538961038961039,Marybank
0,cycling,pharmacy,Nelson,27.65909090909091,Marybank
0,cycling,doctor,Nelson,28.1525974025974,Marybank
0,cycling,primary_school,Nelson,2.3084415584415585,Marybank
0,cycling,greenspace,Nelson,0.9935064935064936,Marybank
0,cycling,all,Nelson,28.1525974025974,Marybank
0,cycling,supermarket,Nelson,5.776881720430108,Broadgreen-Monaco
0,cycling,ece,Nelson,2.614247311827957,Broadgreen-Monaco
0,cycling,pharmacy,Nelson,5.956989247311828,Broadgreen-Monaco
0,cycling,doctor,Nelson,6.637096774193548,Broadgreen-Monaco
0,cycling,primary_school,Nelson,2.6989247311827955,Broadgreen-Monaco
0,cycling,greenspace,Nelson,2.1344086021505375,Broadgreen-Monaco
0,cycling,all,Nelson,6.690860215053763,Broadgreen-Monaco
0,cycling,supermarket,Nelson,5.447817836812145,Aldinga
0,cycling,ece,Nelson,2.044592030360531,Aldinga
0,cycling,pharmacy,Nelson,5.6461100569259965,Aldinga
0,cycling,doctor,Nelson,6.695445920303605,Aldinga
0,cycling,primary_school,Nelson,4.163187855787476,Aldinga
0,cycling,greenspace,Nelson,1.6024667931688805,Aldinga
0,cycling,all,Nelson,6.695445920303605,Aldinga
0,cycling,supermarket,Nelson,11.0,Saxton
0,cycling,ece,Nelson,8.0,Saxton
0,cycling,pharmacy,Nelson,11.0,Saxton
0,cycling,doctor,Nelson,12.0,Saxton
0,cycling,primary_school,Nelson,9.0,Saxton
0,cycling,greenspace,Nelson,3.0,Saxton
0,cycling,all,Nelson,12.0,Saxton
0,cycling,supermarket,Nelson,5.038034865293185,Nayland
0,cycling,ece,Nelson,1.4421553090332806,Nayland
0,cycling,pharmacy,Nelson,5.59904912836767,Nayland
0,cycling,doctor,Nelson,4.374009508716323,Nayland
0,cycling,primary_school,Nelson,3.6687797147385104,Nayland
0,cycling,greenspace,Nelson,2.2044374009508716,Nayland
0,cycling,all,Nelson,5.59904912836767,Nayland
0,cycling,supermarket,Nelson,5.950398582816652,Omaio
0,cycling,ece,Nelson,3.8104517271922056,Omaio
0,cycling,pharmacy,Nelson,6.0398582816651905,Omaio
0,cycling,doctor,Nelson,6.510186005314438,Omaio
0,cycling,primary_school,Nelson,4.356953055801594,Omaio
0,cycling,greenspace,Nelson,2.4472984942426925,Omaio
0,cycling,all,Nelson,6.83525243578388,Omaio
0,cycling,supermarket,Nelson,6.68785046728972,Victory
0,cycling,ece,Nelson,0.8822429906542056,Victory
0,cycling,pharmacy,Nelson,2.22803738317757,Victory
0,cycling,doctor,Nelson,2.5121495327102803,Victory
0,cycling,primary_school,Nelson,1.966355140186916,Victory
0,cycling,greenspace,Nelson,0.6205607476635514,Victory
0,cycling,all,Nelson,6.68785046728972,Victory
0,cycling,supermarket,Nelson,12.73972602739726,Tahuna Hills
0,cycling,ece,Nelson,5.419388830347734,Tahuna Hills
0,cycling,pharmacy,Nelson,6.665964172813488,Tahuna Hills
0,cycling,doctor,Nelson,7.182297154899895,Tahuna Hills
0,cycling,primary_school,Nelson,6.673340358271865,Tahuna Hills
0,cycling,greenspace,Nelson,4.396206533192834,Tahuna Hills
0,cycling,all,Nelson,12.73972602739726,Tahuna Hills
0,cycling,supermarket,Nelson,13.829347826086957,Tāhunanui
0,cycling,ece,Nelson,1.4184782608695652,Tāhunanui
0,cycling,pharmacy,Nelson,4.781521739130435,Tāhunanui
0,cycling,doctor,Nelson,4.719565217391304,Tāhunanui
0,cycling,primary_school,Nelson,2.7619565217391306,Tāhunanui
0,cycling,greenspace,Nelson,1.1108695652173912,Tāhunanui
0,cycling,all,Nelson,13.829347826086957,Tāhunanui
0,cycling,supermarket,Nelson,4.255586592178771,Maitlands
0,cycling,ece,Nelson,2.905027932960894,Maitlands
0,cycling,pharmacy,Nelson,5.255586592178771,Maitlands
0,cycling,doctor,Nelson,3.554469273743017,Maitlands
0,cycling,primary_school,Nelson,4.431564245810056,Maitlands
0,cycling,greenspace,Nelson,1.4008379888268156,Maitlands
0,cycling,all,Nelson,5.743016759776537,Maitlands
0,cycling,supermarket,Nelson,12.5625,Nelson Airport
0,cycling,ece,Nelson,2.875,Nelson Airport
0,cycling,pharmacy,Nelson,8.65625,Nelson Airport
0,cycling,doctor,Nelson,8.4375,Nelson Airport
0,cycling,primary_school,Nelson,5.4375,Nelson Airport
0,cycling,greenspace,Nelson,1.09375,Nelson Airport
0,cycling,all,Nelson,12.5625,Nelson Airport
0,cycling,supermarket,Nelson,9.559095580678315,Enner Glynn
0,cycling,ece,Nelson,3.5693730729701953,Enner Glynn
0,cycling,pharmacy,Nelson,10.495375128468654,Enner Glynn
0,cycling,doctor,Nelson,8.569373072970196,Enner Glynn
0,cycling,primary_school,Nelson,3.7543679342240495,Enner Glynn
0,cycling,greenspace,Nelson,2.028776978417266,Enner Glynn
0,cycling,all,Nelson,10.495375128468654,Enner Glynn
0,cycling,supermarket,Nelson,9.532374100719425,Toi Toi
0,cycling,ece,Nelson,4.483812949640288,Toi Toi
0,cycling,pharmacy,Nelson,4.35251798561151,Toi Toi
0,cycling,doctor,Nelson,7.767985611510792,Toi Toi
0,cycling,primary_school,Nelson,5.947841726618705,Toi Toi
0,cycling,greenspace,Nelson,2.8758992805755397,Toi Toi
0,cycling,all,Nelson,9.532374100719425,Toi Toi
0,cycling,supermarket,Nelson,6.314720812182741,Britannia
0,cycling,ece,Nelson,5.079526226734348,Britannia
0,cycling,pharmacy,Nelson,7.587140439932318,Britannia
0,cycling,doctor,Nelson,5.851099830795262,Britannia
0,cycling,primary_school,Nelson,5.079526226734348,Britannia
0,cycling,greenspace,Nelson,1.715736040609137,Britannia
0,cycling,all,Nelson,7.587140439932318,Britannia
0,cycling,supermarket,Nelson,7.544783983140148,Washington
0,cycling,ece,Nelson,4.9578503688092725,Washington
0,cycling,pharmacy,Nelson,4.868282402528978,Washington
0,cycling,doctor,Nelson,6.435194942044257,Washington
0,cycling,primary_school,Nelson,6.360379346680716,Washington
0,cycling,greenspace,Nelson,1.6891464699683878,Washington
0,cycling,all,Nelson,7.891464699683878,Washington
0,cycling,supermarket,Nelson,11.66832298136646,Grampians
0,cycling,ece,Nelson,2.4968944099378882,Grampians
0,cycling,pharmacy,Nelson,5.125465838509316,Grampians
0,cycling,doctor,Nelson,3.5515527950310557,Grampians
0,cycling,primary_school,Nelson,5.66832298136646,Grampians
0,cycling,greenspace,Nelson,2.7366459627329194,Grampians
0,cycling,all,Nelson,11.66832298136646,Grampians
0,cycling,supermarket,Nelson,1.808888888888889,Nelson Central-Trafalgar
0,cycling,ece,Nelson,1.5377777777777777,Nelson Central-Trafalgar
0,cycling,pharmacy,Nelson,0.9733333333333334,Nelson Central-Trafalgar
0,cycling,doctor,Nelson,1.048888888888889,Nelson Central-Trafalgar
