,mode,dest_type,region,duration,suburb
0,walking,primary_school,Auckland,12.099697885196374,Morningside (Auckland)
0,walking,greenspace,Auckland,3.1132930513595167,Morningside (Auckland)
0,walking,all,Auckland,15.444864048338369,Morningside (Auckland)
0,walking,supermarket,Auckland,19.22079207920792,Herne Bay
0,walking,ece,Auckland,6.188118811881188,Herne Bay
0,walking,pharmacy,Auckland,7.635643564356435,Herne Bay
0,walking,doctor,Auckland,7.636633663366337,Herne Bay
0,walking,primary_school,Auckland,6.47920792079208,Herne Bay
0,walking,greenspace,Auckland,2.763366336633663,Herne Bay
0,walking,all,Auckland,19.22079207920792,Herne Bay
0,walking,supermarket,Auckland,11.689345314505777,Ponsonby West
0,walking,ece,Auckland,5.347881899871631,Ponsonby West
0,walking,pharmacy,Auckland,5.362002567394095,Ponsonby West
0,walking,doctor,Auckland,6.7779204107830555,Ponsonby West
0,walking,primary_school,Auckland,5.2426187419768935,Ponsonby West
0,walking,greenspace,Auckland,1.8921694480102695,Ponsonby West
0,walking,all,Auckland,12.894736842105264,Ponsonby West
0,walking,supermarket,Auckland,10.11988582302569,Grey Lynn West
0,walking,ece,Auckland,5.376784015223596,Grey Lynn West
0,walking,pharmacy,Auckland,5.423406279733587,Grey Lynn West
0,walking,doctor,Auckland,5.686013320647003,Grey Lynn West
0,walking,primary_school,Auckland,6.91151284490961,Grey Lynn West
0,walking,greenspace,Auckland,2.5451950523311133,Grey Lynn West
0,walking,all,Auckland,10.684110371075166,Grey Lynn West
0,walking,supermarket,Auckland,16.51358695652174,Saint Marys Bay
0,walking,ece,Auckland,5.475543478260869,Saint Marys Bay
0,walking,pharmacy,Auckland,8.342391304347826,Saint Marys Bay
0,walking,doctor,Auckland,5.936141304347826,Saint Marys Bay
0,walking,primary_school,Auckland,8.585597826086957,Saint Marys Bay
0,walking,greenspace,Auckland,2.058423913043478,Saint Marys Bay
0,walking,all,Auckland,16.766304347826086,Saint Marys Bay
0,walking,supermarket,Auckland,4.958594730238394,St Lukes
0,walking,ece,Auckland,2.986198243412798,St Lukes
0,walking,pharmacy,Auckland,4.361355081555835,St Lukes
0,walking,doctor,Auckland,8.904642409033878,St Lukes
0,walking,primary_school,Auckland,8.018820577164366,St Lukes
0,walking,greenspace,Auckland,3.503136762860728,St Lukes
0,walking,all,Auckland,10.55332496863237,St Lukes
0,walking,supermarket,Auckland,7.747169811320755,Sandringham Central
0,walking,ece,Auckland,2.5823899371069183,Sandringham Central
0,walking,pharmacy,Auckland,5.0251572327044025,Sandringham Central
0,walking,doctor,Auckland,5.369811320754717,Sandringham Central
0,walking,primary_school,Auckland,7.475471698113208,Sandringham Central
0,walking,greenspace,Auckland,2.5924528301886793,Sandringham Central
0,walking,all,Auckland,9.216352201257862,Sandringham Central
0,walking,supermarket,Auckland,14.534017971758665,Sandringham West
0,walking,ece,Auckland,5.012836970474968,Sandringham West
0,walking,pharmacy,Auckland,8.07573812580231,Sandringham West
0,walking,doctor,Auckland,5.810012836970475,Sandringham West
0,walking,primary_school,Auckland,11.917843388960206,Sandringham West
0,walking,greenspace,Auckland,3.4326059050064184,Sandringham West
0,walking,all,Auckland,14.740693196405648,Sandringham West
0,walking,supermarket,Auckland,13.425287356321839,Ponsonby East
0,walking,ece,Auckland,4.096374889478338,Ponsonby East
0,walking,pharmacy,Auckland,5.339522546419098,Ponsonby East
0,walking,doctor,Auckland,5.038019451812556,Ponsonby East
0,walking,primary_school,Auckland,8.008841732979665,Ponsonby East
0,walking,greenspace,Auckland,1.7701149425287357,Ponsonby East
0,walking,all,Auckland,13.467727674624227,Ponsonby East
0,walking,supermarket,Auckland,8.298196948682385,Wesley East
0,walking,ece,Auckland,6.343966712898752,Wesley East
0,walking,pharmacy,Auckland,7.249653259361997,Wesley East
0,walking,doctor,Auckland,5.73370319001387,Wesley East
0,walking,primary_school,Auckland,10.495145631067961,Wesley East
0,walking,greenspace,Auckland,2.0665742024965326,Wesley East
0,walking,all,Auckland,11.349514563106796,Wesley East
0,walking,supermarket,Auckland,4.0,Wesley South
0,walking,ece,Auckland,7.0,Wesley South
0,walking,pharmacy,Auckland,4.0,Wesley South
0,walking,doctor,Auckland,13.0,Wesley South
0,walking,primary_school,Auckland,10.0,Wesley South
0,walking,greenspace,Auckland,3.0,Wesley South
0,walking,all,Auckland,13.0,Wesley South
0,walking,supermarket,Auckland,22.078558225508317,Northcote Point (Auckland)
0,walking,ece,Auckland,5.303142329020333,Northcote Point (Auckland)
0,walking,pharmacy,Auckland,22.338262476894638,Northcote Point (Auckland)
0,walking,doctor,Auckland,10.153419593345657,Northcote Point (Auckland)
0,walking,primary_school,Auckland,9.534195933456562,Northcote Point (Auckland)
0,walking,greenspace,Auckland,2.4981515711645104,Northcote Point (Auckland)
0,walking,all,Auckland,22.3724584103512,Northcote Point (Auckland)
0,walking,supermarket,Auckland,7.326649958228906,Grey Lynn Central
0,walking,ece,Auckland,3.8220551378446115,Grey Lynn Central
0,walking,pharmacy,Auckland,7.143692564745196,Grey Lynn Central
0,walking,doctor,Auckland,8.059314954051796,Grey Lynn Central
0,walking,primary_school,Auckland,5.569757727652465,Grey Lynn Central
0,walking,greenspace,Auckland,2.6182121971595658,Grey Lynn Central
0,walking,all,Auckland,8.766917293233083,Grey Lynn Central
0,walking,supermarket,Auckland,7.590509666080844,Eden Park
0,walking,ece,Auckland,3.9789103690685415,Eden Park
0,walking,pharmacy,Auckland,4.978910369068541,Eden Park
0,walking,doctor,Auckland,5.068541300527241,Eden Park
0,walking,primary_school,Auckland,12.332161687170474,Eden Park
0,walking,greenspace,Auckland,3.984182776801406,Eden Park
0,walking,all,Auckland,12.61335676625659,Eden Park
0,walking,supermarket,Auckland,9.505773672055428,Sandringham North
0,walking,ece,Auckland,4.0431100846805235,Sandringham North
0,walking,pharmacy,Auckland,4.804464973056197,Sandringham North
0,walking,doctor,Auckland,4.9899923017705925,Sandringham North
0,walking,primary_school,Auckland,9.518860662047729,Sandringham North
0,walking,greenspace,Auckland,3.073133179368745,Sandringham North
0,walking,all,Auckland,10.905311778290994,Sandringham North
0,walking,supermarket,Auckland,9.224508886810103,Balmoral
0,walking,ece,Auckland,4.668849391955098,Balmoral
0,walking,pharmacy,Auckland,4.7287184284377926,Balmoral
0,walking,doctor,Auckland,6.496725912067353,Balmoral
0,walking,primary_school,Auckland,6.278765201122544,Balmoral
0,walking,greenspace,Auckland,4.829747427502339,Balmoral
0,walking,all,Auckland,10.731524789522918,Balmoral
0,walking,supermarket,Auckland,11.54,Sandringham East
0,walking,ece,Auckland,6.452173913043478,Sandringham East
0,walking,pharmacy,Auckland,6.315652173913043,Sandringham East
0,walking,doctor,Auckland,6.252173913043478,Sandringham East
0,walking,primary_school,Auckland,8.593913043478262,Sandringham East
0,walking,greenspace,Auckland,2.442608695652174,Sandringham East
0,walking,all,Auckland,12.57391304347826,Sandringham East
0,walking,supermarket,Auckland,5.797947908445146,Mount Roskill North
0,walking,ece,Auckland,3.7403314917127073,Mount Roskill North
0,walking,pharmacy,Auckland,6.842936069455407,Mount Roskill North
0,walking,doctor,Auckland,6.838989739542225,Mount Roskill North
0,walking,primary_school,Auckland,9.692975532754538,Mount Roskill North
0,walking,greenspace,Auckland,2.4167324388318865,Mount Roskill North
0,walking,all,Auckland,10.937647987371744,Mount Roskill North
0,walking,supermarket,Auckland,8.262261580381471,Freemans Bay
0,walking,ece,Auckland,4.032016348773842,Freemans Bay
0,walking,pharmacy,Auckland,4.594005449591281,Freemans Bay
0,walking,doctor,Auckland,3.3065395095367847,Freemans Bay
0,walking,primary_school,Auckland,6.566757493188011,Freemans Bay
0,walking,greenspace,Auckland,1.4604904632152589,Freemans Bay
0,walking,all,Auckland,9.102861035422343,Freemans Bay
0,walking,supermarket,Auckland,10.797101449275363,Victoria Park
0,walking,ece,Auckland,2.550724637681159,Victoria Park
0,walking,pharmacy,Auckland,6.304347826086956,Victoria Park
0,walking,doctor,Auckland,5.673913043478261,Victoria Park
0,walking,primary_school,Auckland,7.108695652173913,Victoria Park
0,walking,greenspace,Auckland,3.8217391304347825,Victoria Park
0,walking,all,Auckland,12.144927536231885,Victoria Park
0,walking,supermarket,Auckland,8.421553090332806,Grey Lynn East
0,walking,ece,Auckland,5.391442155309034,Grey Lynn East
0,walking,pharmacy,Auckland,8.007923930269413,Grey Lynn East
0,walking,doctor,Auckland,8.225039619651348,Grey Lynn East
0,walking,primary_school,Auckland,6.324881141045958,Grey Lynn East
0,walking,greenspace,Auckland,5.068145800316957,Grey Lynn East
0,walking,all,Auckland,10.729001584786054,Grey Lynn East
0,walking,supermarket,Auckland,3.500672947510094,Eden Valley
0,walking,ece,Auckland,3.351278600269179,Eden Valley
0,walking,pharmacy,Auckland,3.27321668909825,Eden Valley
0,walking,doctor,Auckland,3.672947510094213,Eden Valley
0,walking,primary_school,Auckland,7.97442799461642,Eden Valley
0,walking,greenspace,Auckland,1.9838492597577388,Eden Valley
0,walking,all,Auckland,8.082099596231494,Eden Valley
0,walking,supermarket,Auckland,8.290942360475755,Mount Eden West
0,walking,ece,Auckland,6.198536139066789,Mount Eden West
0,walking,pharmacy,Auckland,6.180237877401646,Mount Eden West
0,walking,doctor,Auckland,5.572735590118938,Mount Eden West
0,walking,primary_school,Auckland,7.789569990850869,Mount Eden West
0,walking,greenspace,Auckland,4.338517840805124,Mount Eden West
0,walking,all,Auckland,10.623055809698078,Mount Eden West
0,walking,supermarket,Auckland,1.332876712328767,Queen Street
0,walking,ece,Auckland,1.7068493150684931,Queen Street
0,walking,pharmacy,Auckland,1.3356164383561644,Queen Street
0,walking,doctor,Auckland,1.515068493150685,Queen Street
0,walking,primary_school,Auckland,14.356164383561644,Queen Street
0,walking,greenspace,Auckland,2.345205479452055,Queen Street
0,walking,all,Auckland,14.356164383561644,Queen Street
0,walking,supermarket,Auckland,17.618290258449303,Maungawhau
0,walking,ece,Auckland,2.60934393638171,Maungawhau
0,walking,pharmacy,Auckland,9.034791252485089,Maungawhau
0,walking,doctor,Auckland,7.1232604373757455,Maungawhau
0,walking,primary_school,Auckland,6.688866799204772,Maungawhau
0,walking,greenspace,Auckland,2.875745526838966,Maungawhau
0,walking,all,Auckland,17.618290258449303,Maungawhau
0,walking,supermarket,Auckland,16.419134396355354,Mount Eden South
0,walking,ece,Auckland,3.7630979498861046,Mount Eden South
0,walking,pharmacy,Auckland,15.303720577069097,Mount Eden South
0,walking,doctor,Auckland,6.302201974183751,Mount Eden South
0,walking,primary_school,Auckland,9.993166287015946,Mount Eden South
0,walking,greenspace,Auckland,3.2133637053910404,Mount Eden South
0,walking,all,Auckland,17.831435079726653,Mount Eden South
0,walking,supermarket,Auckland,8.971316818774445,Three Kings West
0,walking,ece,Auckland,8.795306388526727,Three Kings West
0,walking,pharmacy,Auckland,11.646675358539765,Three Kings West
0,walking,doctor,Auckland,7.867014341590613,Three Kings West
0,walking,primary_school,Auckland,9.795306388526727,Three Kings West
0,walking,greenspace,Auckland,1.7940026075619295,Three Kings West
0,walking,all,Auckland,12.676662320730117,Three Kings West
0,walking,supermarket,Auckland,32.26464435146443,Bayswater
0,walking,ece,Auckland,8.57949790794979,Bayswater
0,walking,pharmacy,Auckland,15.705020920502092,Bayswater
0,walking,doctor,Auckland,15.869246861924687,Bayswater
0,walking,primary_school,Auckland,12.850418410041842,Bayswater
0,walking,greenspace,Auckland,1.4728033472803348,Bayswater
0,walking,all,Auckland,32.26464435146443,Bayswater
0,walking,supermarket,Auckland,6.836795252225519,Wynyard-Viaduct
0,walking,ece,Auckland,6.765578635014837,Wynyard-Viaduct
0,walking,pharmacy,Auckland,7.183976261127596,Wynyard-Viaduct
0,walking,doctor,Auckland,3.608308605341246,Wynyard-Viaduct
0,walking,primary_school,Auckland,18.71513353115727,Wynyard-Viaduct
0,walking,greenspace,Auckland,3.7537091988130564,Wynyard-Viaduct
0,walking,all,Auckland,18.71513353115727,Wynyard-Viaduct
0,walking,supermarket,Auckland,4.711111111111111,Quay Street-Customs Street
0,walking,ece,Auckland,5.198518518518519,Quay Street-Customs Street
0,walking,pharmacy,Auckland,4.4474074074074075,Quay Street-Customs Street
0,walking,doctor,Auckland,5.614814814814815,Quay Street-Customs Street
0,walking,primary_school,Auckland,23.037037037037038,Quay Street-Customs Street
0,walking,greenspace,Auckland,3.7644444444444445,Quay Street-Customs Street
0,walking,all,Auckland,23.037037037037038,Quay Street-Customs Street
0,walking,supermarket,Auckland,3.8140947752126366,Hobson Ridge North
0,walking,ece,Auckland,3.4325637910085054,Hobson Ridge North
0,walking,pharmacy,Auckland,1.5868772782503038,Hobson Ridge North
0,walking,doctor,Auckland,2.804374240583232,Hobson Ridge North
0,walking,primary_school,Auckland,13.352369380315917,Hobson Ridge North
0,walking,greenspace,Auckland,3.3292831105710814,Hobson Ridge North
0,walking,all,Auckland,13.352369380315917,Hobson Ridge North
0,walking,supermarket,Auckland,3.7340823970037453,Shortland Street
0,walking,ece,Auckland,3.6217228464419478,Shortland Street
0,walking,pharmacy,Auckland,1.5730337078651686,Shortland Street
0,walking,doctor,Auckland,3.6722846441947565,Shortland Street
0,walking,primary_school,Auckland,16.66104868913858,Shortland Street
0,walking,greenspace,Auckland,1.1104868913857677,Shortland Street
0,walking,all,Auckland,16.66104868913858,Shortland Street
0,walking,supermarket,Auckland,7.0,Auckland-University
0,walking,ece,Auckland,2.942857142857143,Auckland-University
0,walking,pharmacy,Auckland,3.8285714285714287,Auckland-University
0,walking,doctor,Auckland,2.8857142857142857,Auckland-University
0,walking,primary_school,Auckland,11.228571428571428,Auckland-University
0,walking,greenspace,Auckland,2.0,Auckland-University
0,walking,all,Auckland,11.228571428571428,Auckland-University
0,walking,supermarket,Auckland,7.736421725239617,Hobson Ridge Central
0,walking,ece,Auckland,1.8083067092651757,Hobson Ridge Central
0,walking,pharmacy,Auckland,2.9225239616613417,Hobson Ridge Central
0,walking,doctor,Auckland,2.9225239616613417,Hobson Ridge Central
0,walking,primary_school,Auckland,8.014376996805112,Hobson Ridge Central
0,walking,greenspace,Auckland,3.4041533546325877,Hobson Ridge Central
0,walking,all,Auckland,8.450479233226837,Hobson Ridge Central
0,walking,supermarket,Auckland,11.910614525139664,Queen Street South West
0,walking,ece,Auckland,2.5772811918063314,Queen Street South West
0,walking,pharmacy,Auckland,3.1582867783985105,Queen Street South West
0,walking,doctor,Auckland,3.4338919925512106,Queen Street South West
0,walking,primary_school,Auckland,3.53072625698324,Queen Street South West
0,walking,greenspace,Auckland,0.8938547486033519,Queen Street South West
0,walking,all,Auckland,11.91806331471136,Queen Street South West
0,walking,supermarket,Auckland,8.572307692307692,Symonds Street North West
0,walking,ece,Auckland,2.8164102564102564,Symonds Street North West
0,walking,pharmacy,Auckland,3.764102564102564,Symonds Street North West
0,walking,doctor,Auckland,3.4615384615384617,Symonds Street North West
0,walking,primary_school,Auckland,8.672820512820513,Symonds Street North West
0,walking,greenspace,Auckland,2.353846153846154,Symonds Street North West
0,walking,all,Auckland,9.171282051282052,Symonds Street North West
0,walking,supermarket,Auckland,10.468509984639017,Hobson Ridge South
0,walking,ece,Auckland,3.273425499231951,Hobson Ridge South
0,walking,pharmacy,Auckland,4.692780337941628,Hobson Ridge South
0,walking,doctor,Auckland,4.917050691244239,Hobson Ridge South
0,walking,primary_school,Auckland,4.52073732718894,Hobson Ridge South
0,walking,greenspace,Auckland,1.5207373271889402,Hobson Ridge South
0,walking,all,Auckland,10.468509984639017,Hobson Ridge South
0,walking,supermarket,Auckland,11.123689727463312,Symonds Street West
0,walking,ece,Auckland,3.3825995807127884,Symonds Street West
0,walking,pharmacy,Auckland,3.3553459119496853,Symonds Street West
0,walking,doctor,Auckland,3.3553459119496853,Symonds Street West
0,walking,primary_school,Auckland,6.6582809224318655,Symonds Street West
0,walking,greenspace,Auckland,2.048218029350105,Symonds Street West
0,walking,all,Auckland,11.123689727463312,Symonds Street West
0,walking,supermarket,Auckland,13.110606060606061,Symonds Street East
0,walking,ece,Auckland,5.6045454545454545,Symonds Street East
0,walking,pharmacy,Auckland,3.95,Symonds Street East
0,walking,doctor,Auckland,3.7045454545454546,Symonds Street East
0,walking,primary_school,Auckland,10.931818181818182,Symonds Street East
0,walking,greenspace,Auckland,2.8621212121212123,Symonds Street East
0,walking,all,Auckland,13.25,Symonds Street East
0,walking,supermarket,Auckland,10.967795210569777,Mount Eden North
0,walking,ece,Auckland,4.757225433526012,Mount Eden North
0,walking,pharmacy,Auckland,5.857968620974401,Mount Eden North
0,walking,doctor,Auckland,9.145334434351776,Mount Eden North
0,walking,primary_school,Auckland,4.893476465730801,Mount Eden North
0,walking,greenspace,Auckland,2.574731626754748,Mount Eden North
0,walking,all,Auckland,11.142857142857142,Mount Eden North
0,walking,supermarket,Auckland,16.94579945799458,Mount Eden North East
0,walking,ece,Auckland,7.775067750677507,Mount Eden North East
0,walking,pharmacy,Auckland,8.21951219512195,Mount Eden North East
0,walking,doctor,Auckland,12.620596205962059,Mount Eden North East
0,walking,primary_school,Auckland,10.452574525745257,Mount Eden North East
0,walking,greenspace,Auckland,6.075880758807588,Mount Eden North East
0,walking,all,Auckland,16.94579945799458,Mount Eden North East
0,walking,supermarket,Auckland,14.38542581211589,Epsom North
0,walking,ece,Auckland,6.163301141352063,Epsom North
0,walking,pharmacy,Auckland,7.020193151887621,Epsom North
0,walking,doctor,Auckland,6.387181738366989,Epsom North
0,walking,primary_school,Auckland,10.871817383669885,Epsom North
0,walking,greenspace,Auckland,4.664618086040386,Epsom North
0,walking,all,Auckland,14.522388059701493,Epsom North
0,walking,supermarket,Auckland,15.858480749219563,Mount Eden East
0,walking,ece,Auckland,6.1103017689906345,Mount Eden East
0,walking,pharmacy,Auckland,5.895941727367326,Mount Eden East
0,walking,doctor,Auckland,4.234131113423517,Mount Eden East
0,walking,primary_school,Auckland,12.711758584807493,Mount Eden East
0,walking,greenspace,Auckland,2.956295525494277,Mount Eden East
0,walking,all,Auckland,16.228928199791884,Mount Eden East
0,walking,supermarket,Auckland,12.296352583586627,Epsom Central-South
0,walking,ece,Auckland,6.138297872340425,Epsom Central-South
0,walking,pharmacy,Auckland,9.708206686930092,Epsom Central-South
0,walking,doctor,Auckland,8.49772036474164,Epsom Central-South
0,walking,primary_school,Auckland,8.806231003039514,Epsom Central-South
0,walking,greenspace,Auckland,3.4711246200607904,Epsom Central-South
0,walking,all,Auckland,12.46580547112462,Epsom Central-South
0,walking,supermarket,Auckland,14.851441241685144,Three Kings East
0,walking,ece,Auckland,4.5432372505543235,Three Kings East
0,walking,pharmacy,Auckland,16.239467849223946,Three Kings East
0,walking,doctor,Auckland,6.450110864745011,Three Kings East
0,walking,primary_school,Auckland,8.172949002217296,Three Kings East
0,walking,greenspace,Auckland,3.7605321507760534,Three Kings East
0,walking,all,Auckland,16.339246119733925,Three Kings East
0,walking,supermarket,Auckland,14.141129032258064,Epsom South
0,walking,ece,Auckland,7.670698924731183,Epsom South
0,walking,pharmacy,Auckland,11.577956989247312,Epsom South
0,walking,doctor,Auckland,9.23521505376344,Epsom South
0,walking,primary_school,Auckland,9.36021505376344,Epsom South
0,walking,greenspace,Auckland,3.0631720430107525,Epsom South
0,walking,all,Auckland,14.509408602150538,Epsom South
0,walking,supermarket,Auckland,14.801186943620179,Stanley Point
0,walking,ece,Auckland,3.9109792284866467,Stanley Point
0,walking,pharmacy,Auckland,14.442136498516321,Stanley Point
0,walking,doctor,Auckland,14.27299703264095,Stanley Point
0,walking,primary_school,Auckland,7.42433234421365,Stanley Point
0,walking,greenspace,Auckland,1.910979228486647,Stanley Point
0,walking,all,Auckland,15.086053412462908,Stanley Point
0,walking,supermarket,Auckland,4.949227373068433,The Strand
0,walking,ece,Auckland,3.8609271523178808,The Strand
0,walking,pharmacy,Auckland,5.086092715231788,The Strand
0,walking,doctor,Auckland,4.253863134657837,The Strand
0,walking,primary_school,Auckland,20.198675496688743,The Strand
0,walking,greenspace,Auckland,0.7969094922737306,The Strand
0,walking,all,Auckland,20.198675496688743,The Strand
0,walking,supermarket,Auckland,12.98414985590778,Parnell West
0,walking,ece,Auckland,6.819164265129683,Parnell West
0,walking,pharmacy,Auckland,4.835734870317003,Parnell West
0,walking,doctor,Auckland,4.023775216138328,Parnell West
0,walking,primary_school,Auckland,13.829250720461095,Parnell West
0,walking,greenspace,Auckland,2.6095100864553316,Parnell West
0,walking,all,Auckland,16.836455331412104,Parnell West
0,walking,supermarket,Auckland,8.558646616541353,Newmarket
0,walking,ece,Auckland,5.762406015037594,Newmarket
0,walking,pharmacy,Auckland,4.309774436090225,Newmarket
0,walking,doctor,Auckland,4.509022556390978,Newmarket
0,walking,primary_school,Auckland,9.388721804511277,Newmarket
0,walking,greenspace,Auckland,3.2142857142857144,Newmarket
0,walking,all,Auckland,9.686466165413535,Newmarket
0,walking,supermarket,Auckland,14.86890756302521,Mount St John
0,walking,ece,Auckland,3.921848739495798,Mount St John
0,walking,pharmacy,Auckland,8.163865546218487,Mount St John
0,walking,doctor,Auckland,5.952941176470588,Mount St John
0,walking,primary_school,Auckland,12.563025210084033,Mount St John
0,walking,greenspace,Auckland,2.4647058823529413,Mount St John
0,walking,all,Auckland,14.961344537815126,Mount St John
0,walking,supermarket,Auckland,8.532581453634085,Epsom East
0,walking,ece,Auckland,6.739348370927318,Epsom East
0,walking,pharmacy,Auckland,5.284461152882206,Epsom East
0,walking,doctor,Auckland,5.7481203007518795,Epsom East
0,walking,primary_school,Auckland,10.270676691729323,Epsom East
0,walking,greenspace,Auckland,3.892230576441103,Epsom East
0,walking,all,Auckland,10.679197994987469,Epsom East
0,walking,supermarket,Auckland,25.876190476190477,Narrow Neck
0,walking,ece,Auckland,5.093040293040293,Narrow Neck
0,walking,pharmacy,Auckland,8.005860805860806,Narrow Neck
0,walking,doctor,Auckland,8.079120879120879,Narrow Neck
0,walking,primary_school,Auckland,10.312820512820513,Narrow Neck
0,walking,greenspace,Auckland,2.2666666666666666,Narrow Neck
0,walking,all,Auckland,25.876190476190477,Narrow Neck
0,walking,supermarket,Auckland,22.344766930518908,Parnell East
0,walking,ece,Auckland,5.788038698328935,Parnell East
0,walking,pharmacy,Auckland,8.605101143359718,Parnell East
0,walking,doctor,Auckland,6.110817941952506,Parnell East
0,walking,primary_school,Auckland,7.931398416886544,Parnell East
0,walking,greenspace,Auckland,1.4863676341248901,Parnell East
0,walking,all,Auckland,22.344766930518908,Parnell East
0,walking,supermarket,Auckland,17.076515151515153,Remuera Waitaramoa
0,walking,ece,Auckland,10.076515151515151,Remuera Waitaramoa
0,walking,pharmacy,Auckland,13.972727272727273,Remuera Waitaramoa
0,walking,doctor,Auckland,13.922727272727272,Remuera Waitaramoa
0,walking,primary_school,Auckland,9.046969696969697,Remuera Waitaramoa
0,walking,greenspace,Auckland,4.111363636363636,Remuera Waitaramoa
0,walking,all,Auckland,18.28181818181818,Remuera Waitaramoa
0,walking,supermarket,Auckland,18.909381663113006,Remuera West
0,walking,ece,Auckland,5.028784648187633,Remuera West
0,walking,pharmacy,Auckland,10.864605543710022,Remuera West
0,walking,doctor,Auckland,10.245202558635395,Remuera West
0,walking,primary_school,Auckland,11.492537313432836,Remuera West
0,walking,greenspace,Auckland,3.7686567164179103,Remuera West
0,walking,all,Auckland,18.909381663113006,Remuera West
0,walking,supermarket,Auckland,9.378834355828221,Remuera South
0,walking,ece,Auckland,3.770705521472393,Remuera South
0,walking,pharmacy,Auckland,7.044478527607362,Remuera South
0,walking,doctor,Auckland,7.916411042944786,Remuera South
0,walking,primary_school,Auckland,7.767638036809816,Remuera South
0,walking,greenspace,Auckland,5.1503067484662575,Remuera South
0,walking,all,Auckland,11.437116564417177,Remuera South
0,walking,supermarket,Auckland,7.0590577305905775,One Tree Hill
0,walking,ece,Auckland,4.524220305242203,One Tree Hill
0,walking,pharmacy,Auckland,14.092236230922362,One Tree Hill
0,walking,doctor,Auckland,15.282680822826809,One Tree Hill
0,walking,primary_school,Auckland,9.44459190444592,One Tree Hill
0,walking,greenspace,Auckland,3.3105507631055078,One Tree Hill
0,walking,all,Auckland,15.905109489051094,One Tree Hill
0,walking,supermarket,Auckland,7.863921217547001,Devonport
0,walking,ece,Auckland,4.276633840644584,Devonport
0,walking,pharmacy,Auckland,7.624888093106535,Devonport
0,walking,doctor,Auckland,7.332139659803044,Devonport
0,walking,primary_school,Auckland,5.23455684870188,Devonport
0,walking,greenspace,Auckland,1.6177260519247985,Devonport
0,walking,all,Auckland,8.732318710832587,Devonport
0,walking,supermarket,Auckland,15.974956822107082,Remuera North
0,walking,ece,Auckland,14.284974093264248,Remuera North
0,walking,pharmacy,Auckland,16.230569948186528,Remuera North
0,walking,doctor,Auckland,16.07944732297064,Remuera North
0,walking,primary_school,Auckland,13.45509499136442,Remuera North
0,walking,greenspace,Auckland,3.1545768566493955,Remuera North
0,walking,all,Auckland,19.501727115716754,Remuera North
0,walking,supermarket,Auckland,13.056866952789699,Remuera Waiata
0,walking,ece,Auckland,8.064377682403434,Remuera Waiata
0,walking,pharmacy,Auckland,8.755364806866952,Remuera Waiata
0,walking,doctor,Auckland,8.99892703862661,Remuera Waiata
0,walking,primary_school,Auckland,8.771459227467812,Remuera Waiata
0,walking,greenspace,Auckland,2.1931330472103006,Remuera Waiata
0,walking,all,Auckland,13.974248927038627,Remuera Waiata
0,walking,supermarket,Auckland,11.94458229942101,Greenlane South
0,walking,ece,Auckland,3.8883374689826304,Greenlane South
0,walking,pharmacy,Auckland,9.411910669975185,Greenlane South
0,walking,doctor,Auckland,15.446650124069478,Greenlane South
0,walking,primary_school,Auckland,8.675765095119933,Greenlane South
0,walking,greenspace,Auckland,2.5384615384615383,Greenlane South
0,walking,all,Auckland,15.913151364764268,Greenlane South
0,walking,supermarket,Auckland,15.320417287630402,Cheltenham
0,walking,ece,Auckland,5.596125186289121,Cheltenham
0,walking,pharmacy,Auckland,15.146050670640834,Cheltenham
0,walking,doctor,Auckland,14.758569299552907,Cheltenham
0,walking,primary_school,Auckland,10.13263785394933,Cheltenham
0,walking,greenspace,Auckland,1.1251862891207154,Cheltenham
0,walking,all,Auckland,15.448584202682563,Cheltenham
0,walking,supermarket,Auckland,16.774193548387096,Orakei West
0,walking,ece,Auckland,5.797849462365591,Orakei West
0,walking,pharmacy,Auckland,21.1,Orakei West
0,walking,doctor,Auckland,18.86236559139785,Orakei West
0,walking,primary_school,Auckland,7.496774193548387,Orakei West
0,walking,greenspace,Auckland,0.9548387096774194,Orakei West
0,walking,all,Auckland,21.488172043010753,Orakei West
0,walking,supermarket,Auckland,15.289791437980242,Remuera East
0,walking,ece,Auckland,6.0208562019758505,Remuera East
0,walking,pharmacy,Auckland,7.005488474204172,Remuera East
0,walking,doctor,Auckland,7.366630076838639,Remuera East
0,walking,primary_school,Auckland,9.133918770581777,Remuera East
0,walking,greenspace,Auckland,5.918770581778266,Remuera East
0,walking,all,Auckland,15.574094401756312,Remuera East
0,walking,supermarket,Auckland,18.503574265289913,Remuera Abbotts Park
0,walking,ece,Auckland,7.331215250198571,Remuera Abbotts Park
0,walking,pharmacy,Auckland,10.26767275615568,Remuera Abbotts Park
0,walking,doctor,Auckland,9.653693407466243,Remuera Abbotts Park
0,walking,primary_school,Auckland,14.00635424940429,Remuera Abbotts Park
0,walking,greenspace,Auckland,2.8371723590150912,Remuera Abbotts Park
0,walking,all,Auckland,18.982525814138206,Remuera Abbotts Park
0,walking,supermarket,Auckland,8.105978260869565,Ellerslie Central
0,walking,ece,Auckland,2.863224637681159,Ellerslie Central
0,walking,pharmacy,Auckland,7.656702898550725,Ellerslie Central
0,walking,doctor,Auckland,6.844202898550725,Ellerslie Central
0,walking,primary_school,Auckland,9.27626811594203,Ellerslie Central
0,walking,greenspace,Auckland,5.318840579710145,Ellerslie Central
