,dest_type,lon,lat
228,pharmacy,175.0498931997055,-39.93199870129408
229,pharmacy,171.2264795995884,-44.39013010067461
230,pharmacy,174.8658500997125,-36.87030790089383
231,pharmacy,174.9092155996133,-37.20761120047923
232,pharmacy,174.7362351997072,-36.92089550071534
233,pharmacy,174.7853959994794,-36.97000280112817
234,pharmacy,172.5956451999072,-43.30193820119324
235,pharmacy,172.5956451999072,-43.30193820119324
236,pharmacy,173.5045923998594,-35.39369660091235
237,pharmacy,175.670643300491,-37.3816869012846
238,pharmacy,170.5111744998906,-45.86233550125718
239,pharmacy,174.840646399574,-36.94248540077218
240,pharmacy,168.3468779001697,-46.40859470124914
241,pharmacy,174.6963727998795,-36.72580860056637
242,pharmacy,174.3023616002475,-35.73432650076174
243,pharmacy,176.1833547003802,-37.63824090090738
244,pharmacy,175.3164842002955,-37.79903150073903
245,pharmacy,174.8887162995862,-37.03748440085101
246,pharmacy,174.8562075001,-36.87907770097334
247,pharmacy,174.5237879999282,-36.29491500104145
248,pharmacy,175.3218151995202,-38.0103917004919
249,pharmacy,174.8950570001926,-37.02076990114211
250,pharmacy,174.905755899786,-36.96669430125817
251,pharmacy,174.7454068998305,-41.28273900123173
252,pharmacy,172.6203555005095,-43.55688580085332
253,pharmacy,176.1112300004095,-37.69355160069728
254,pharmacy,174.8062711001516,-41.22382740100772
255,pharmacy,174.8342451994177,-41.1466674010995
256,pharmacy,171.2561061003385,-44.40823300058098
257,pharmacy,174.900144400496,-37.20091520045874
258,pharmacy,174.7758720000781,-41.28675630100587
259,pharmacy,174.4505266998049,-35.90373570055568
260,pharmacy,172.6352950003266,-43.5383670006463
261,pharmacy,174.8751140001103,-36.96071990116441
262,pharmacy,174.7784260995709,-36.86806450113573
263,pharmacy,174.660987900148,-36.79284830070676
264,pharmacy,175.2989682000684,-37.77847800069179
265,pharmacy,175.2651686997222,-37.78790240135761
266,pharmacy,174.9420196996485,-37.06264310055278
267,pharmacy,171.7517692995455,-43.90260370102732
268,pharmacy,173.0108217996522,-41.11125620060903
269,pharmacy,174.75763110033,-36.91951200062659
270,pharmacy,174.7856698000072,-36.92347080126285
271,pharmacy,175.3239471996037,-38.00947970133004
272,pharmacy,174.7007016995455,-36.79810440083659
273,pharmacy,172.6721832999872,-43.52533980082389
274,pharmacy,172.6365972000939,-43.55609690049574
275,pharmacy,175.6267274994811,-40.3538622005519
276,pharmacy,168.0137522003541,-46.35178290092686
277,pharmacy,171.5982645994354,-41.75455650051229
278,pharmacy,174.7409575000094,-36.87787860123566
279,pharmacy,174.8783168997037,-41.20801390086389
280,pharmacy,174.88548590043,-36.98887350099012
281,pharmacy,174.6940394999494,-36.58695930073237
282,pharmacy,174.9086800002579,-36.90007370130776
283,pharmacy,174.7797242996979,-41.30200800075212
284,pharmacy,175.5309847001986,-37.6580292008967
285,pharmacy,172.8058253005458,-40.8599248007868
286,pharmacy,176.1431995997283,-37.71448150077718
287,pharmacy,176.8781001999305,-39.66871190094108
288,pharmacy,174.8681383005028,-37.03409160119784
289,pharmacy,174.9812820996637,-40.89396780085305
290,pharmacy,176.2135850003367,-38.08082330061162
291,pharmacy,172.7592661996439,-43.56921970051391
292,pharmacy,174.8736783999375,-36.91261580073183
293,pharmacy,174.7254325004675,-36.73654970109904
294,pharmacy,170.4826777999653,-45.8822846005421
295,pharmacy,174.7180138999712,-36.85410460078448
296,pharmacy,176.0379661999175,-37.64220720104971
297,pharmacy,170.972049099591,-45.0973591008254
298,pharmacy,172.5936428999021,-43.30346190061374
299,pharmacy,168.3582324004139,-46.41224530052779
300,pharmacy,174.7602895995361,-36.85768910100482
301,pharmacy,174.6702032005333,-36.92650570060532
302,pharmacy,174.7652745004592,-36.77290120048605
303,pharmacy,174.8608250000369,-36.99270610061102
304,pharmacy,174.6787568998959,-36.60434490112479
305,pharmacy,175.6014105994639,-40.35223130119
306,pharmacy,174.3265375000003,-35.68659990099264
307,pharmacy,174.6962566001809,-36.89171800069648
308,pharmacy,173.0113118005786,-41.11173190094439
309,pharmacy,174.8821327995475,-36.99384880076364
310,pharmacy,174.850002199918,-41.13918330068437
311,pharmacy,174.9413969004868,-37.06035540110803
312,pharmacy,174.9817832995021,-40.91914680097144
313,pharmacy,172.7274886994075,-43.50891280091874
314,pharmacy,171.7458150004746,-43.90585900103908
315,pharmacy,175.2814820994994,-37.80498920101362
316,pharmacy,175.2814820994994,-37.80498920101362
317,pharmacy,172.7267277004886,-43.50721740073389
318,pharmacy,176.9951608005439,-37.95204880062228
319,pharmacy,174.8965762994752,-37.0224442013098
320,pharmacy,176.9158049003647,-39.58409160079044
321,pharmacy,174.6312080997576,-36.85684930120823
322,pharmacy,174.696575500263,-36.8940815012015
323,pharmacy,174.9259195003987,-36.90236120126879
324,pharmacy,175.7115791000011,-37.54274570066494
325,pharmacy,174.1496730002982,-39.0287940011869
326,pharmacy,174.8588211001266,-36.86212290106689
327,pharmacy,174.8245812996149,-41.16983220075571
328,pharmacy,174.6966209001738,-36.89531280122579
329,pharmacy,176.1090777000314,-37.69332630094615
330,pharmacy,174.6844513000569,-36.90485450079628
331,pharmacy,172.7213713001654,-43.60276450056549
332,pharmacy,172.6623232006153,-43.50635890080726
333,pharmacy,172.5891149003233,-43.51784550054485
334,pharmacy,175.8089235003634,-38.99008480065304
335,pharmacy,176.1682008005274,-37.68918110071063
336,pharmacy,174.775621299849,-41.28227500085801
337,pharmacy,174.9819065999448,-41.17385960108303
338,pharmacy,174.7735766994273,-41.29152740084346
339,pharmacy,174.8389390004388,-36.90785600100764
340,pharmacy,172.6215623000043,-43.51231070087472
341,pharmacy,170.4295366002141,-45.90173880079517
342,pharmacy,174.7803008995784,-41.31451070062416
343,pharmacy,174.7776075998663,-36.86907790059298
344,pharmacy,175.6391573004615,-40.38717110091634
345,pharmacy,174.7206473004342,-36.900395600949
346,pharmacy,174.6972652004083,-36.897602600614
347,pharmacy,174.7694360995084,-36.85181150099697
348,pharmacy,176.8816781001393,-39.47667830062341
349,pharmacy,174.8706903000935,-36.91314150079786
350,pharmacy,172.6737833997103,-43.53346590132393
351,pharmacy,172.6737833997103,-43.53346590132393
352,pharmacy,171.7418216003141,-43.90851240105353
353,pharmacy,170.3481553004635,-45.87390570091914
354,pharmacy,174.7636529999643,-36.79121020066219
355,pharmacy,170.5041462998862,-45.87360010132939
356,pharmacy,174.8341019005659,-36.97254340128804
357,pharmacy,174.7360195004977,-36.89220460102114
358,pharmacy,174.7175743999267,-36.35209520099985
359,pharmacy,174.6377966001753,-36.88090610132768
360,pharmacy,174.7691264000665,-36.86045970059401
361,pharmacy,173.9555150003455,-41.51190800097904
362,pharmacy,173.9451324999701,-35.23253790051397
363,pharmacy,172.6254754995934,-43.53388480085713
364,pharmacy,172.6254754995934,-43.53388480085713
365,pharmacy,175.8404192004172,-37.39171660051121
366,pharmacy,175.8388418001293,-37.39090760083423
367,pharmacy,176.1036123005217,-37.74088510090137
368,pharmacy,174.8062552001962,-41.22181580055136
369,pharmacy,174.6636679004283,-36.9089295007332
370,pharmacy,174.0916631002081,-35.28206910049643
371,pharmacy,168.7310137996197,-45.016027600742
372,pharmacy,175.0066266003197,-40.91596330085014
373,pharmacy,174.9293586998225,-36.91263330126772
374,pharmacy,174.7779980995804,-41.27482680081651
375,pharmacy,174.9300426003851,-36.89446460051813
376,pharmacy,172.6519167999706,-43.50890910084234
377,pharmacy,174.6661455000487,-36.39939130109352
378,pharmacy,174.8512102996649,-36.99098810133592
379,pharmacy,174.3161420002618,-35.72298100094183
380,pharmacy,174.8035093002034,-36.97209970077028
381,pharmacy,174.3265502995416,-35.72719320075738
382,pharmacy,174.8283173000387,-36.87610140071845
383,pharmacy,174.6959610004062,-36.74282650094728
384,pharmacy,174.6306525002261,-36.87773820073572
385,pharmacy,174.6698778004347,-36.77587490087527
386,pharmacy,174.6844902001048,-36.61337140090836
387,pharmacy,168.831267899304,-44.93854930124305
388,pharmacy,172.6755531001859,-43.53271810129521
389,pharmacy,175.4964459995617,-37.27591550116965
390,pharmacy,174.7763477001803,-41.28386360093148
391,pharmacy,176.8461624000337,-39.53715740096101
392,pharmacy,174.1028730003271,-39.06666800102242
393,pharmacy,174.8573506000308,-36.90092790069183
394,pharmacy,172.6218925003816,-43.51198900098424
395,pharmacy,170.5082842005868,-45.86907420078889
396,pharmacy,172.6714904999038,-43.53193870102311
397,pharmacy,174.880026800533,-41.13058990062418
398,pharmacy,174.8972743995724,-37.02193240094712
399,pharmacy,174.7453384003225,-36.85365160133902
400,pharmacy,174.7753676005128,-41.28238980093131
401,pharmacy,174.8252204001421,-41.16981520096171
402,pharmacy,176.224085000363,-37.67565010088667
403,pharmacy,174.6852019001943,-36.9077127004951
404,pharmacy,176.8424085997701,-39.64080940079166
405,pharmacy,174.9427018998655,-37.06370300052522
406,pharmacy,173.2842033999101,-41.27322550061189
407,pharmacy,175.2855830000438,-40.62250360120121
408,pharmacy,172.571634100335,-43.51625450084324
409,pharmacy,174.0677719999362,-35.38023730058121
410,pharmacy,175.3993376005353,-39.41719650123403
411,pharmacy,172.7043451006085,-43.55604600123409
412,pharmacy,174.7690510004554,-41.28848330070457
413,pharmacy,174.9462617005682,-41.26076830131731
414,pharmacy,175.9434043000768,-37.4120209011445
415,pharmacy,174.1222656004372,-35.26120440126213
416,pharmacy,174.7353504001193,-36.84570230132339
417,pharmacy,172.5560720994775,-43.51103100054363
418,pharmacy,170.5049076003633,-45.871026701214
419,pharmacy,174.7329152996246,-36.77015280048393
420,pharmacy,170.9721517999322,-45.09604840092054
421,pharmacy,171.7625219994966,-43.9035766009662
422,pharmacy,174.7794086999507,-36.89529330087208
423,pharmacy,175.0482459002417,-39.92900610065303
424,pharmacy,174.6928223004267,-36.90242450122563
425,pharmacy,174.8296431996322,-36.86068170095324
426,pharmacy,174.8338617997494,-36.95673640129518
427,pharmacy,173.1850170999423,-41.33987470131193
428,pharmacy,170.4290061994946,-45.9022412011977
429,pharmacy,174.7449877999115,-36.85288560090937
430,pharmacy,174.707939700523,-36.72815220091173
431,pharmacy,174.707939700523,-36.72815220091173
432,pharmacy,170.5029416999834,-45.87483730054935
433,pharmacy,174.6318156996796,-36.88060800076137
434,pharmacy,174.6318156996796,-36.88060800076137
435,pharmacy,174.3182207998608,-35.7235496004953
436,pharmacy,169.1965577000046,-45.03735030109915
437,pharmacy,175.6179596996226,-40.35037330117544
438,pharmacy,176.1333712995986,-37.72635610062505
439,pharmacy,175.8727120005193,-38.21837170093437
440,pharmacy,176.8460900003636,-39.64065800080409
441,pharmacy,174.7211852994648,-36.90010160090244
442,pharmacy,174.7949944996934,-36.89160550065834
443,pharmacy,174.8404783998883,-36.94132570061043
444,pharmacy,175.8488153995436,-37.00206420067876
445,pharmacy,174.6517980005136,-36.91040450102661
446,pharmacy,176.2375419001064,-38.14528260062018
447,pharmacy,174.7852814002245,-36.92172960116906
448,pharmacy,173.1846764000831,-41.33949220054453
449,pharmacy,176.1101616005635,-37.69575740059062
450,pharmacy,169.1361313996872,-44.70915100101985
451,pharmacy,174.0576037994528,-39.07220070090079
452,pharmacy,174.7916039000037,-41.24702710136911
453,pharmacy,174.8431098002578,-36.94483900073135
454,pharmacy,170.346636900132,-45.88288450080974
455,pharmacy,175.1488789004762,-37.66610660061122
456,pharmacy,174.8575238998762,-36.85101090100045
457,pharmacy,174.9513794001379,-37.10229310047969
458,pharmacy,168.3645145000672,-46.40871400067734
459,pharmacy,178.0227431009635,-38.66433640067505
460,pharmacy,174.8011157998526,-36.91482630103992
461,pharmacy,174.2843037004283,-39.33902550126706
462,pharmacy,172.6203599997977,-43.51012540054893
463,pharmacy,174.7754525995702,-36.88488980049822
464,pharmacy,172.591984699617,-43.30413100113379
465,pharmacy,174.7654267000964,-36.84966060052998
466,pharmacy,168.8667429006051,-46.19450250082571
467,pharmacy,168.4414415994044,-45.73932740108257
468,pharmacy,170.6212562002909,-45.81581460058915
469,pharmacy,176.5869542997863,-39.9440661010195
470,pharmacy,171.2435624994876,-44.09112280131797
471,pharmacy,174.8374189994776,-41.10860030096328
472,pharmacy,174.87835620045,-41.22541930135677
473,pharmacy,175.0093170004909,-40.89552800058959
474,pharmacy,174.9100736000205,-37.21433710048731
475,pharmacy,172.6584009995175,-43.54046010099686
476,pharmacy,175.287271700477,-40.6214996005008
477,pharmacy,170.5051751003145,-45.8707824006313
478,pharmacy,176.8484060003427,-39.53519800063628
479,pharmacy,176.1917291996122,-37.72539730116234
480,pharmacy,168.3612535995439,-46.42742190109156
481,pharmacy,174.6136751998737,-36.89738070068429
482,pharmacy,172.6183336005771,-43.51049430096105
483,pharmacy,168.657831600448,-45.03015210089853
484,pharmacy,170.0984460001117,-45.12924350064354
485,pharmacy,174.7873221005292,-36.94174340093218
486,pharmacy,176.9133090001648,-39.49483160070389
487,pharmacy,174.4460132003109,-35.98470080121247
488,pharmacy,173.6812402996947,-42.40024200135438
489,pharmacy,174.7382808003525,-41.28433970091167
490,pharmacy,176.9927184998325,-37.95224330067939
491,pharmacy,175.6062347995795,-40.3504377009974
492,pharmacy,172.6188890999128,-43.55704030099163
493,pharmacy,172.6325248994665,-43.50194890086423
494,pharmacy,174.6295015997975,-36.85568840056028
495,pharmacy,172.6835380996181,-43.48079340073537
496,pharmacy,172.6835380996181,-43.48079340073537
497,pharmacy,171.2294120997923,-44.37888020106548
498,pharmacy,172.6187107002129,-43.55688800070877
499,pharmacy,174.6835996998753,-36.88579560091173
500,pharmacy,176.1850496996437,-37.64117370053324
501,pharmacy,174.6510979000931,-36.91019140067962
502,pharmacy,175.2468988998056,-37.75764280068146
503,pharmacy,176.2822606996609,-37.70117340116892
504,pharmacy,176.7031612995284,-38.08613470132251
505,pharmacy,175.917359399565,-37.55287720072675
506,pharmacy,173.8606345997897,-39.45390710078198
507,pharmacy,174.7368339005296,-36.86367130069654
508,pharmacy,174.7951139998414,-41.31813300063416
509,pharmacy,174.9137003996649,-36.92239690130746
510,pharmacy,171.7475088997121,-43.90487180108286
511,pharmacy,177.0584009005839,-37.97235600097002
512,pharmacy,176.9144106999766,-39.49129780109568
513,pharmacy,175.3784941994475,-40.06781680126857
514,pharmacy,168.3248044999255,-46.14201940099507
515,pharmacy,170.5004082000045,-45.89611750137014
516,pharmacy,174.7019009996645,-36.90637970107564
517,pharmacy,175.6579365004547,-40.95192430052598
518,pharmacy,170.5087438000208,-45.86609240085637
519,pharmacy,175.611164700145,-40.35956530093713
520,pharmacy,174.6642677002908,-36.39762050078977
521,pharmacy,172.5244595999782,-43.54596170058728
522,pharmacy,172.6601057004426,-43.5410315005708
523,pharmacy,174.0799943994355,-39.07870490123531
524,pharmacy,174.7757907998659,-36.88627750064508
525,pharmacy,174.7762854995182,-36.87080800074913
526,pharmacy,174.887998500156,-36.96094330095934
527,pharmacy,171.2511239995123,-44.3944365007503
528,pharmacy,176.8480462996585,-39.53599700115952
529,pharmacy,175.2466812999376,-37.79526580060024
530,pharmacy,175.1517840005509,-38.33431920076491
531,pharmacy,175.7049253997747,-36.83358050112262
532,pharmacy,175.7120907005583,-37.54122120109426
533,pharmacy,174.8627224005278,-36.96969480106634
534,pharmacy,173.7829239995762,-35.10075100076286
535,pharmacy,174.7244966994381,-36.81176820071481
536,pharmacy,168.3470401994036,-46.37716120123208
537,pharmacy,175.2926368995911,-37.77142860075868
538,pharmacy,174.7650024999633,-36.85037760091677
539,pharmacy,175.6231554997569,-40.34924060084919
540,pharmacy,175.6067940000791,-40.36605000078418
541,pharmacy,172.6173512999619,-43.47816830057498
542,pharmacy,170.4570132001835,-45.86739210085296
543,pharmacy,174.062798200548,-39.06154910077233
544,pharmacy,174.7580050999548,-36.8574319005423
545,pharmacy,172.5858968999982,-43.49964240122726
546,pharmacy,170.5055518004118,-45.87016980121359
547,pharmacy,174.2845513996509,-39.34021970104354
548,pharmacy,174.8413962998932,-36.94209490112425
549,pharmacy,170.4806304994073,-45.89632820055066
550,pharmacy,170.4889241996763,-45.8671052006913
551,pharmacy,176.8484947998387,-39.53648050074888
552,pharmacy,174.6484123003547,-36.86258930134854
553,pharmacy,172.5677764002211,-43.57438390109354
554,pharmacy,169.1355614997499,-44.69594320090688
555,pharmacy,174.9476703998716,-41.19848960080655
556,pharmacy,175.2873714999768,-37.76177880102357
557,pharmacy,174.9591668001819,-37.0702084008473
558,pharmacy,174.7677365000521,-36.86083090077675
559,pharmacy,176.1793484001018,-37.71631690074862
